g	c1	c2	c3	c4	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
25	3	2	3	3	200	25	    0.940978	    0.059022	1	  0.00202542	    0.997975	2	   0.0011826	    0.998817	   0.0154624	    0.984538
26	3	2	3	1	201	26	    0.995643	  0.00435713	1	   0.0399902	     0.96001	2	   0.0386434	    0.961357	    0.347766	    0.652234
26	1	2	1	1	202	26	    0.995643	  0.00435713	1	    0.987941	   0.0120591	1	    0.987892	   0.0121078	    0.999077	  0.00092313
26	2	1	1	2	203	26	    0.995643	  0.00435713	1	     0.18406	     0.81594	2	    0.181599	    0.818401	    0.746407	    0.253593
26	3	2	3	3	204	26	    0.995643	  0.00435713	1	  0.00124482	    0.998755	2	   0.0011826	    0.998817	   0.0154624	    0.984538
26	2	1	3	3	205	26	    0.995643	  0.00435713	1	  0.00243538	    0.997565	2	  0.00231535	    0.997685	    0.029864	    0.970136
26	3	1	3	2	206	26	    0.995643	  0.00435713	1	 0.000879955	     0.99912	2	 0.000835783	    0.999164	   0.0109738	    0.989026
26	3	1	3	2	207	26	    0.995643	  0.00435713	1	 0.000879955	     0.99912	2	 0.000835783	    0.999164	   0.0109738	    0.989026
26	2	2	1	3	208	26	    0.995643	  0.00435713	1	    0.241485	    0.758515	2	    0.239012	    0.760988	    0.806432	    0.193568
27	3	2	3	3	209	27	    0.220702	    0.779298	2	   0.0123108	    0.987689	2	   0.0011826	    0.998817	   0.0154624	    0.984538
27	3	2	3	2	210	27	    0.220702	    0.779298	2	    0.025979	    0.974021	2	  0.00253553	    0.997464	   0.0326184	    0.967382
27	3	3	2	1	211	27	    0.220702	    0.779298	2	    0.911279	   0.0887213	1	    0.705656	    0.294344	    0.969512	   0.0304876
27	3	3	1	1	212	27	    0.220702	    0.779298	2	    0.990152	  0.00984834	1	    0.965004	   0.0349956	    0.997273	   0.0027265
27	1	3	1	3	213	27	    0.220702	    0.779298	2	    0.992611	  0.00738879	1	    0.973698	   0.0263024	    0.997968	  0.00203234
27	2	2	3	3	214	27	    0.220702	    0.779298	2	   0.0682106	    0.931789	2	  0.00700305	    0.992997	   0.0855449	    0.914455
27	3	3	1	2	215	27	    0.220702	    0.779298	2	    0.887269	    0.112731	1	    0.635543	    0.364457	    0.958559	   0.0414409
27	1	3	2	1	216	27	    0.220702	    0.779298	2	    0.997461	  0.00253884	1	    0.990931	  0.00906894	    0.999311	 0.000689479
28	1	3	1	1	217	28	  0.00148153	    0.998518	2	    0.999939	 6.10703e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
28	1	1	3	1	218	28	  0.00148153	    0.998518	2	     0.88809	     0.11191	1	     0.37612	     0.62388	     0.88885	     0.11115
28	1	1	1	1	219	28	  0.00148153	    0.998518	2	    0.997151	  0.00284907	1	    0.964092	   0.0359079	      0.9972	  0.00280002
28	1	2	1	1	220	28	  0.00148153	    0.998518	2	     0.99906	   0.0009397	1	    0.987892	   0.0121078	    0.999077	  0.00092313
28	2	1	3	1	221	28	  0.00148153	    0.998518	2	    0.510375	    0.489625	1	    0.073034	    0.926966	    0.511024	    0.488976
28	2	3	1	3	222	28	  0.00148153	    0.998518	2	    0.984425	   0.0155746	1	    0.828708	    0.171292	    0.984656	   0.0153436
28	2	3	2	1	223	28	  0.00148153	    0.998518	2	    0.994659	  0.00534085	1	    0.934554	   0.0654457	    0.994748	  0.00525167
28	2	3	1	2	224	28	  0.00148153	    0.998518	2	    0.992675	  0.00732524	1	    0.912179	   0.0878205	    0.992794	  0.00720581
29	1	3	1	2	225	29	   0.0122906	    0.987709	2	    0.998911	  0.00108872	1	    0.987574	   0.0124257	    0.999052	  0.00094765
29	3	3	1	1	226	29	   0.0122906	    0.987709	2	    0.996877	  0.00312311	1	    0.965004	   0.0349956	    0.997273	   0.0027265
29	2	3	1	3	227	29	   0.0122906	    0.987709	2	     0.98274	   0.0172603	1	    0.828708	    0.171292	    0.984656	   0.0153436
29	3	1	2	2	228	29	   0.0122906	    0.987709	2	   0.0407247	    0.959275	2	  0.00322832	    0.996772	   0.0411913	    0.958809
29	1	3	1	2	229	29	   0.0122906	    0.987709	2	    0.998911	  0.00108872	1	    0.987574	   0.0124257	    0.999052	  0.00094765
29	3	2	1	3	230	29	   0.0122906	    0.987709	2	    0.407127	    0.592873	2	   0.0500886	    0.949911	     0.41157	     0.58843
29	2	3	1	1	231	29	   0.0122906	    0.987709	2	    0.999472	 0.000527519	1	    0.993949	  0.00605148	    0.999541	 0.000458781
29	3	3	1	2	232	29	   0.0122906	    0.987709	2	    0.954589	   0.0454109	1	    0.635543	    0.364457	    0.958559	   0.0414409
30	1	1	3	3	233	30	   0.0341714	    0.965829	2	    0.184724	    0.815276	2	   0.0174479	    0.982552	    0.190643	    0.809357
30	1	2	1	1	234	30	   0.0341714	    0.965829	2	    0.998695	  0.00130533	1	    0.987892	   0.0121078	    0.999077	  0.00092313
30	3	2	2	2	235	30	   0.0341714	    0.965829	2	    0.111865	    0.888135	2	  0.00974636	    0.990254	    0.115478	    0.884522
30	1	3	1	1	236	30	   0.0341714	    0.965829	2	    0.999915	 8.50992e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
30	2	2	3	1	237	30	   0.0341714	    0.965829	2	    0.741144	    0.258856	1	    0.193177	    0.806823	    0.760532	    0.239468
30	2	3	1	1	238	30	   0.0341714	    0.965829	2	     0.99935	 0.000649891	1	    0.993949	  0.00605148	    0.999541	 0.000458781
30	1	3	2	1	239	30	   0.0341714	    0.965829	2	    0.999024	 0.000975817	1	    0.990931	  0.00906894	    0.999311	 0.000689479
30	2	2	1	1	240	30	   0.0341714	    0.965829	2	     0.99029	  0.00971048	1	    0.914259	   0.0857411	     0.99298	  0.00702049
31	2	3	1	1	241	31	    0.561605	    0.438395	1	      0.9964	  0.00359967	1	    0.993949	  0.00605148	    0.999541	 0.000458781
31	2	1	3	3	242	31	    0.561605	    0.438395	1	   0.0143925	    0.985607	2	  0.00231535	    0.997685	    0.029864	    0.970136
31	3	2	3	1	243	31	    0.561605	    0.438395	1	    0.174161	    0.825839	2	   0.0386434	    0.961357	    0.347766	    0.652234
31	3	1	3	2	244	31	    0.561605	    0.438395	1	  0.00528023	     0.99472	2	 0.000835783	    0.999164	   0.0109738	    0.989026
31	2	1	2	3	245	31	    0.561605	    0.438395	1	    0.051689	    0.948311	2	  0.00890559	    0.991094	    0.106497	    0.893503
31	1	3	1	1	246	31	    0.561605	    0.438395	1	    0.999527	 0.000472794	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
31	1	3	3	1	247	31	    0.561605	    0.438395	1	    0.979612	   0.0203877	1	    0.965777	   0.0342227	    0.997336	  0.00266432
31	2	2	1	1	248	31	    0.561605	    0.438395	1	     0.94877	   0.0512304	1	    0.914259	   0.0857411	     0.99298	  0.00702049
32	3	2	3	3	249	32	    0.999953	 4.70946e-05	1	  0.00118327	    0.998817	2	   0.0011826	    0.998817	   0.0154624	    0.984538
32	3	1	1	2	250	32	    0.999953	 4.70946e-05	1	   0.0359288	    0.964071	2	   0.0359149	    0.964085	     0.33072	     0.66928
32	3	1	3	3	251	32	    0.999953	 4.70946e-05	1	 0.000389688	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
32	3	1	3	3	252	32	    0.999953	 4.70946e-05	1	 0.000389688	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
32	3	1	2	2	253	32	    0.999953	 4.70946e-05	1	  0.00323011	     0.99677	2	  0.00322832	    0.996772	   0.0411913	    0.958809
32	3	2	2	2	254	32	    0.999953	 4.70946e-05	1	  0.00975134	    0.990249	2	  0.00974636	    0.990254	    0.115478	    0.884522
32	3	2	2	2	255	32	    0.999953	 4.70946e-05	1	  0.00975134	    0.990249	2	  0.00974636	    0.990254	    0.115478	    0.884522
32	3	3	3	2	256	32	    0.999953	 4.70946e-05	1	   0.0376946	    0.962305	2	   0.0376803	     0.96232	    0.341838	    0.658162
33	3	1	3	2	257	33	    0.998971	  0.00102854	1	  0.00084621	    0.999154	2	 0.000835783	    0.999164	   0.0109738	    0.989026
33	3	3	2	2	258	33	    0.998971	  0.00102854	1	      0.1322	      0.8678	2	    0.131648	    0.868352	    0.667884	    0.332116
33	3	3	3	3	259	33	    0.998971	  0.00102854	1	   0.0180932	    0.981907	2	   0.0179112	    0.982089	    0.194794	    0.805206
33	3	1	2	2	260	33	    0.998971	  0.00102854	1	  0.00326736	    0.996733	2	  0.00322832	    0.996772	   0.0411913	    0.958809
33	3	1	2	2	261	33	    0.998971	  0.00102854	1	  0.00326736	    0.996733	2	  0.00322832	    0.996772	   0.0411913	    0.958809
33	2	3	1	1	262	33	    0.998971	  0.00102854	1	    0.993954	  0.00604572	1	    0.993949	  0.00605148	    0.999541	 0.000458781
33	2	2	3	3	263	33	    0.998971	  0.00102854	1	  0.00708383	    0.992916	2	  0.00700305	    0.992997	   0.0855449	    0.914455
33	2	1	2	2	264	33	    0.998971	  0.00102854	1	   0.0191165	    0.980883	2	   0.0189264	    0.981074	    0.203754	    0.796246
34	2	1	3	3	265	34	    0.992701	  0.00729906	1	  0.00251643	    0.997484	2	  0.00231535	    0.997685	    0.029864	    0.970136
34	3	1	3	2	266	34	    0.992701	  0.00729906	1	 0.000909781	     0.99909	2	 0.000835783	    0.999164	   0.0109738	    0.989026
34	3	2	3	2	267	34	    0.992701	  0.00729906	1	  0.00275511	    0.997245	2	  0.00253553	    0.997464	   0.0326184	    0.967382
34	1	2	1	1	268	34	    0.992701	  0.00729906	1	    0.987974	   0.0120262	1	    0.987892	   0.0121078	    0.999077	  0.00092313
34	1	2	3	2	269	34	    0.992701	  0.00729906	1	    0.107492	    0.892508	2	    0.103828	    0.896172	    0.605801	    0.394199
34	2	1	3	3	270	34	    0.992701	  0.00729906	1	  0.00251643	    0.997484	2	  0.00231535	    0.997685	    0.029864	    0.970136
34	3	1	2	3	271	34	    0.992701	  0.00729906	1	  0.00163848	    0.998362	2	  0.00150628	    0.998494	   0.0196177	    0.980382
34	1	2	1	1	272	34	    0.992701	  0.00729906	1	    0.987974	   0.0120262	1	    0.987892	   0.0121078	    0.999077	  0.00092313
35	3	3	1	1	273	35	 0.000701417	    0.999299	2	    0.997251	  0.00274914	1	    0.965004	   0.0349956	    0.997273	   0.0027265
35	1	3	2	3	274	35	 0.000701417	    0.999299	2	    0.976962	    0.023038	1	    0.762947	    0.237053	    0.977112	   0.0228877
35	1	1	2	2	275	35	 0.000701417	    0.999299	2	    0.661565	    0.338435	1	    0.128628	    0.871372	    0.661939	    0.338061
35	2	2	1	1	276	35	 0.000701417	    0.999299	2	    0.992924	  0.00707571	1	    0.914259	   0.0857411	     0.99298	  0.00702049
35	1	2	1	1	277	35	 0.000701417	    0.999299	2	    0.999069	 0.000930975	1	    0.987892	   0.0121078	    0.999077	  0.00092313
35	1	3	1	1	278	35	 0.000701417	    0.999299	2	     0.99994	 6.04968e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
35	1	3	3	2	279	35	 0.000701417	    0.999299	2	    0.959245	   0.0407551	1	    0.640884	    0.359116	    0.959468	   0.0405316
35	2	3	1	1	280	35	 0.000701417	    0.999299	2	    0.999537	 0.000462704	1	    0.993949	  0.00605148	    0.999541	 0.000458781
36	3	2	3	3	281	36	    0.996822	  0.00317758	1	  0.00122798	    0.998772	2	   0.0011826	    0.998817	   0.0154624	    0.984538
36	3	2	3	3	282	36	    0.996822	  0.00317758	1	  0.00122798	    0.998772	2	   0.0011826	    0.998817	   0.0154624	    0.984538
36	1	3	1	1	283	36	    0.996822	  0.00317758	1	    0.999207	 0.000792703	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
36	3	1	3	2	284	36	    0.996822	  0.00317758	1	 0.000867997	    0.999132	2	 0.000835783	    0.999164	   0.0109738	    0.989026
36	3	2	2	3	285	36	    0.996822	  0.00317758	1	  0.00473107	    0.995269	2	  0.00456342	    0.995437	   0.0573234	    0.942677
36	1	1	1	1	286	36	    0.996822	  0.00317758	1	    0.964197	   0.0358027	1	    0.964092	   0.0359079	      0.9972	  0.00280002
36	3	1	3	3	287	36	    0.996822	  0.00317758	1	 0.000404565	    0.999595	2	 0.000389465	    0.999611	  0.00514151	    0.994858
36	3	2	3	3	288	36	    0.996822	  0.00317758	1	  0.00122798	    0.998772	2	   0.0011826	    0.998817	   0.0154624	    0.984538
37	1	3	1	3	289	37	  0.00799367	    0.992006	2	    0.997774	  0.00222634	1	    0.973698	   0.0263024	    0.997968	  0.00203234
37	3	1	2	2	290	37	  0.00799367	    0.992006	2	   0.0408878	    0.959112	2	  0.00322832	    0.996772	   0.0411913	    0.958809
37	1	2	3	1	291	37	  0.00799367	    0.992006	2	     0.95797	     0.04203	1	      0.6469	      0.3531	    0.960477	   0.0395234
37	1	2	2	3	292	37	  0.00799367	    0.992006	2	    0.730363	    0.269637	1	    0.172831	    0.827169	    0.734855	    0.265145
37	2	3	1	1	293	37	  0.00799367	    0.992006	2	    0.999497	 0.000503487	1	    0.993949	  0.00605148	    0.999541	 0.000458781
37	1	3	2	3	294	37	  0.00799367	    0.992006	2	      0.9754	   0.0245997	1	    0.762947	    0.237053	    0.977112	   0.0228877
37	1	1	1	1	295	37	  0.00799367	    0.992006	2	    0.996935	  0.00306468	1	    0.964092	   0.0359079	      0.9972	  0.00280002
37	1	2	1	2	296	37	  0.00799367	    0.992006	2	    0.984417	   0.0155833	1	    0.837655	    0.162345	    0.985599	   0.0144007
38	1	3	1	1	297	38	   0.0777065	    0.922293	2	    0.999883	   0.0001171	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
38	2	3	3	3	298	38	   0.0777065	    0.922293	2	    0.552068	    0.447932	1	   0.0979882	    0.902012	    0.590326	    0.409674
38	3	2	1	3	299	38	   0.0777065	    0.922293	2	     0.38348	     0.61652	2	   0.0500886	    0.949911	     0.41157	     0.58843
38	3	1	1	3	300	38	   0.0777065	    0.922293	2	    0.173885	    0.826115	2	   0.0170557	    0.982944	    0.187099	    0.812901
38	3	3	3	1	301	38	   0.0777065	    0.922293	2	    0.851901	    0.148099	1	    0.382401	    0.617599	    0.891458	    0.108542
38	1	3	3	1	302	38	   0.0777065	    0.922293	2	    0.994883	  0.00511661	1	    0.965777	   0.0342227	    0.997336	  0.00266432
38	1	3	1	1	303	38	   0.0777065	    0.922293	2	    0.999883	   0.0001171	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
38	3	3	1	1	304	38	   0.0777065	    0.922293	2	    0.994766	  0.00523402	1	    0.965004	   0.0349956	    0.997273	   0.0027265
39	1	1	3	2	305	39	    0.994068	  0.00593206	1	   0.0384991	    0.961501	2	   0.0367246	    0.963275	     0.33586	     0.66414
39	3	1	2	3	306	39	    0.994068	  0.00593206	1	  0.00161372	    0.998386	2	  0.00150628	    0.998494	   0.0196177	    0.980382
39	1	3	1	3	307	39	    0.994068	  0.00593206	1	    0.973842	   0.0261585	1	    0.973698	   0.0263024	    0.997968	  0.00203234
39	3	2	2	3	308	39	    0.994068	  0.00593206	1	  0.00487639	    0.995124	2	  0.00456342	    0.995437	   0.0573234	    0.942677
39	2	3	1	3	309	39	    0.994068	  0.00593206	1	    0.829633	    0.170367	1	    0.828708	    0.171292	    0.984656	   0.0153436
39	2	2	3	3	310	39	    0.994068	  0.00593206	1	  0.00746896	    0.992531	2	  0.00700305	    0.992997	   0.0855449	    0.914455
39	3	1	3	2	311	39	    0.994068	  0.00593206	1	 0.000895922	    0.999104	2	 0.000835783	    0.999164	   0.0109738	    0.989026
39	3	1	1	2	312	39	    0.994068	  0.00593206	1	   0.0376637	    0.962336	2	   0.0359149	    0.964085	     0.33072	     0.66928
40	1	3	1	1	313	40	 0.000157055	    0.999843	2	     0.99994	 6.00967e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
40	3	3	1	2	314	40	 0.000157055	    0.999843	2	    0.958508	   0.0414916	1	    0.635543	    0.364457	    0.958559	   0.0414409
40	1	2	1	1	315	40	 0.000157055	    0.999843	2	    0.999075	 0.000924887	1	    0.987892	   0.0121078	    0.999077	  0.00092313
40	1	2	1	1	316	40	 0.000157055	    0.999843	2	    0.999075	 0.000924887	1	    0.987892	   0.0121078	    0.999077	  0.00092313
40	3	3	1	1	317	40	 0.000157055	    0.999843	2	    0.997268	  0.00273157	1	    0.965004	   0.0349956	    0.997273	   0.0027265
40	3	3	1	1	318	40	 0.000157055	    0.999843	2	    0.997268	  0.00273157	1	    0.965004	   0.0349956	    0.997273	   0.0027265
40	1	1	1	2	319	40	 0.000157055	    0.999843	2	    0.957435	   0.0425654	1	     0.62934	     0.37066	    0.957486	   0.0425138
40	2	3	1	1	320	40	 0.000157055	    0.999843	2	     0.99954	  0.00045966	1	    0.993949	  0.00605148	    0.999541	 0.000458781
41	2	3	2	2	321	41	   0.0700795	    0.929921	2	    0.891523	    0.108477	1	    0.474524	    0.525476	    0.922949	   0.0770513
41	3	1	2	1	322	41	   0.0700795	    0.929921	2	    0.379595	    0.620405	2	     0.04872	     0.95128	     0.40453	     0.59547
41	2	2	1	3	323	41	   0.0700795	    0.929921	2	    0.766668	    0.233332	1	    0.239012	    0.760988	    0.806432	    0.193568
41	3	3	1	2	324	41	   0.0700795	    0.929921	2	    0.935922	   0.0640777	1	    0.635543	    0.364457	    0.958559	   0.0414409
41	3	1	2	3	325	41	   0.0700795	    0.929921	2	   0.0183485	    0.981651	2	  0.00150628	    0.998494	   0.0196177	    0.980382
41	1	3	1	1	326	41	   0.0700795	    0.929921	2	    0.999889	 0.000111494	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
41	1	2	2	1	327	41	   0.0700795	    0.929921	2	    0.981562	   0.0184377	1	    0.876445	    0.123555	    0.989484	    0.010516
41	1	3	1	1	328	41	   0.0700795	    0.929921	2	    0.999889	 0.000111494	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
42	3	2	2	3	329	42	    0.998776	   0.0012238	1	  0.00462799	    0.995372	2	  0.00456342	    0.995437	   0.0573234	    0.942677
42	1	1	3	2	330	42	    0.998776	   0.0012238	1	   0.0370907	    0.962909	2	   0.0367246	    0.963275	     0.33586	     0.66414
42	3	1	3	3	331	42	    0.998776	   0.0012238	1	  0.00039528	    0.999605	2	 0.000389465	    0.999611	  0.00514151	    0.994858
42	3	2	1	2	332	42	    0.998776	   0.0012238	1	    0.102305	    0.897695	2	    0.101695	    0.898305	    0.600263	    0.399737
42	3	3	3	2	333	42	    0.998776	   0.0012238	1	   0.0380525	    0.961948	2	   0.0376803	     0.96232	    0.341838	    0.658162
42	1	3	1	1	334	42	    0.998776	   0.0012238	1	    0.999206	  0.00079414	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
42	2	2	3	3	335	42	    0.998776	   0.0012238	1	  0.00709917	    0.992901	2	  0.00700305	    0.992997	   0.0855449	    0.914455
42	3	1	3	3	336	42	    0.998776	   0.0012238	1	  0.00039528	    0.999605	2	 0.000389465	    0.999611	  0.00514151	    0.994858
43	1	2	1	1	337	43	    0.861092	    0.138908	1	    0.989446	   0.0105542	1	    0.987892	   0.0121078	    0.999077	  0.00092313
43	3	2	2	2	338	43	    0.861092	    0.138908	1	   0.0244333	    0.975567	2	  0.00974636	    0.990254	    0.115478	    0.884522
43	2	2	1	3	339	43	    0.861092	    0.138908	1	    0.317832	    0.682168	2	    0.239012	    0.760988	    0.806432	    0.193568
43	3	1	1	2	340	43	    0.861092	    0.138908	1	   0.0768658	    0.923134	2	   0.0359149	    0.964085	     0.33072	     0.66928
43	1	3	2	1	341	43	    0.861092	    0.138908	1	    0.992095	  0.00790496	1	    0.990931	  0.00906894	    0.999311	 0.000689479
43	3	1	3	3	342	43	    0.861092	    0.138908	1	  0.00104956	     0.99895	2	 0.000389465	    0.999611	  0.00514151	    0.994858
43	1	1	1	2	343	43	    0.861092	    0.138908	1	    0.674922	    0.325078	1	     0.62934	     0.37066	    0.957486	   0.0425138
43	3	1	3	3	344	43	    0.861092	    0.138908	1	  0.00104956	     0.99895	2	 0.000389465	    0.999611	  0.00514151	    0.994858
44	2	2	3	2	345	44	     0.99095	  0.00905035	1	    0.016294	    0.983706	2	   0.0149153	    0.985085	     0.16725	     0.83275
44	1	2	1	2	346	44	     0.99095	  0.00905035	1	    0.838994	    0.161006	1	    0.837655	    0.162345	    0.985599	   0.0144007
44	3	1	3	2	347	44	     0.99095	  0.00905035	1	 0.000927535	    0.999072	2	 0.000835783	    0.999164	   0.0109738	    0.989026
44	3	1	3	1	348	44	     0.99095	  0.00905035	1	   0.0142875	    0.985713	2	   0.0130547	    0.986945	    0.149266	    0.850734
44	1	2	3	2	349	44	     0.99095	  0.00905035	1	    0.108371	    0.891629	2	    0.103828	    0.896172	    0.605801	    0.394199
44	3	2	3	2	350	44	     0.99095	  0.00905035	1	  0.00280779	    0.997192	2	  0.00253553	    0.997464	   0.0326184	    0.967382
44	3	1	3	1	351	44	     0.99095	  0.00905035	1	   0.0142875	    0.985713	2	   0.0130547	    0.986945	    0.149266	    0.850734
44	1	1	1	1	352	44	     0.99095	  0.00905035	1	    0.964392	   0.0356083	1	    0.964092	   0.0359079	      0.9972	  0.00280002
45	1	3	1	1	353	45	    0.994953	  0.00504745	1	    0.999209	 0.000791329	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
45	2	2	2	3	354	45	    0.994953	  0.00504745	1	   0.0277884	    0.972212	2	   0.0265805	    0.973419	    0.265897	    0.734103
45	1	1	3	3	355	45	    0.994953	  0.00504745	1	   0.0183221	    0.981678	2	   0.0174479	    0.982552	    0.190643	    0.809357
45	1	3	1	1	356	45	    0.994953	  0.00504745	1	    0.999209	 0.000791329	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
45	3	1	3	3	357	45	    0.994953	  0.00504745	1	  0.00041345	    0.999587	2	 0.000389465	    0.999611	  0.00514151	    0.994858
45	3	2	3	2	358	45	    0.994953	  0.00504745	1	  0.00268738	    0.997313	2	  0.00253553	    0.997464	   0.0326184	    0.967382
45	2	1	3	3	359	45	    0.994953	  0.00504745	1	   0.0024544	    0.997546	2	  0.00231535	    0.997685	    0.029864	    0.970136
45	3	1	3	3	360	45	    0.994953	  0.00504745	1	  0.00041345	    0.999587	2	 0.000389465	    0.999611	  0.00514151	    0.994858
46	1	3	1	1	361	46	 7.61219e-05	    0.999924	2	     0.99994	 6.00372e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
46	1	3	1	3	362	46	 7.61219e-05	    0.999924	2	    0.997966	  0.00203418	1	    0.973698	   0.0263024	    0.997968	  0.00203234
46	1	3	1	1	363	46	 7.61219e-05	    0.999924	2	     0.99994	 6.00372e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
46	3	3	1	1	364	46	 7.61219e-05	    0.999924	2	    0.997271	  0.00272896	1	    0.965004	   0.0349956	    0.997273	   0.0027265
46	1	3	2	2	365	46	 7.61219e-05	    0.999924	2	    0.989199	   0.0108014	1	    0.873575	    0.126425	    0.989207	   0.0107926
46	1	2	1	1	366	46	 7.61219e-05	    0.999924	2	    0.999076	 0.000923981	1	    0.987892	   0.0121078	    0.999077	  0.00092313
46	1	3	1	1	367	46	 7.61219e-05	    0.999924	2	     0.99994	 6.00372e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
46	2	3	1	1	368	46	 7.61219e-05	    0.999924	2	    0.999541	 0.000459207	1	    0.993949	  0.00605148	    0.999541	 0.000458781
47	1	3	2	1	369	47	   0.0703866	    0.929613	2	    0.998721	  0.00127928	1	    0.990931	  0.00906894	    0.999311	 0.000689479
47	1	2	1	1	370	47	   0.0703866	    0.929613	2	     0.99829	  0.00171038	1	    0.987892	   0.0121078	    0.999077	  0.00092313
47	1	3	1	1	371	47	   0.0703866	    0.929613	2	    0.999888	 0.000111719	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
47	1	1	1	2	372	47	   0.0703866	    0.929613	2	    0.934389	   0.0656109	1	     0.62934	     0.37066	    0.957486	   0.0425138
47	1	1	3	3	373	47	   0.0703866	    0.929613	2	    0.178452	    0.821548	2	   0.0174479	    0.982552	    0.190643	    0.809357
47	2	3	2	2	374	47	   0.0703866	    0.929613	2	    0.891386	    0.108614	1	    0.474524	    0.525476	    0.922949	   0.0770513
47	3	2	3	2	375	47	   0.0703866	    0.929613	2	   0.0305009	    0.969499	2	  0.00253553	    0.997464	   0.0326184	    0.967382
47	2	3	2	3	376	47	   0.0703866	    0.929613	2	    0.809159	    0.190841	1	     0.29608	     0.70392	    0.848008	    0.151992
48	2	3	1	1	377	48	     0.78258	     0.21742	1	    0.995164	  0.00483551	1	    0.993949	  0.00605148	    0.999541	 0.000458781
48	3	3	3	3	378	48	     0.78258	     0.21742	1	   0.0563691	    0.943631	2	   0.0179112	    0.982089	    0.194794	    0.805206
48	2	2	1	3	379	48	     0.78258	     0.21742	1	    0.362381	    0.637619	2	    0.239012	    0.760988	    0.806432	    0.193568
48	1	3	1	1	380	48	     0.78258	     0.21742	1	    0.999365	 0.000635223	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
48	1	3	1	1	381	48	     0.78258	     0.21742	1	    0.999365	 0.000635223	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
48	3	2	3	3	382	48	     0.78258	     0.21742	1	  0.00428732	    0.995713	2	   0.0011826	    0.998817	   0.0154624	    0.984538
48	2	1	2	3	383	48	     0.78258	     0.21742	1	   0.0301239	    0.969876	2	  0.00890559	    0.991094	    0.106497	    0.893503
48	2	2	2	3	384	48	     0.78258	     0.21742	1	   0.0786127	    0.921387	2	   0.0265805	    0.973419	    0.265897	    0.734103
49	3	1	2	3	385	49	    0.960218	   0.0397815	1	  0.00222678	    0.997773	2	  0.00150628	    0.998494	   0.0196177	    0.980382
49	3	3	1	1	386	49	    0.960218	   0.0397815	1	    0.966288	   0.0337119	1	    0.965004	   0.0349956	    0.997273	   0.0027265
49	2	2	3	3	387	49	    0.960218	   0.0397815	1	   0.0101276	    0.989872	2	  0.00700305	    0.992997	   0.0855449	    0.914455
49	2	1	3	2	388	49	    0.960218	   0.0397815	1	  0.00722669	    0.992773	2	  0.00495775	    0.995042	   0.0619929	    0.938007
49	2	3	3	1	389	49	    0.960218	   0.0397815	1	    0.794381	    0.205619	1	    0.786693	    0.213307	    0.979968	   0.0200318
49	2	3	2	1	390	49	    0.960218	   0.0397815	1	    0.936949	   0.0630511	1	    0.934554	   0.0654457	    0.994748	  0.00525167
49	3	3	3	3	391	49	    0.960218	   0.0397815	1	   0.0249479	    0.975052	2	   0.0179112	    0.982089	    0.194794	    0.805206
49	3	2	3	3	392	49	    0.960218	   0.0397815	1	  0.00175067	    0.998249	2	   0.0011826	    0.998817	   0.0154624	    0.984538
50	2	3	1	1	393	50	   0.0198707	    0.980129	2	     0.99943	 0.000569912	1	    0.993949	  0.00605148	    0.999541	 0.000458781
50	1	1	1	3	394	50	   0.0198707	    0.980129	2	    0.903603	   0.0963972	1	    0.441604	    0.558396	    0.912969	   0.0870309
50	3	2	2	2	395	50	   0.0198707	    0.980129	2	    0.113377	    0.886623	2	  0.00974636	    0.990254	    0.115478	    0.884522
50	1	3	3	1	396	50	   0.0198707	    0.980129	2	    0.996709	   0.0032914	1	    0.965777	   0.0342227	    0.997336	  0.00266432
50	1	2	1	1	397	50	   0.0198707	    0.980129	2	    0.998855	  0.00114538	1	    0.987892	   0.0121078	    0.999077	  0.00092313
50	1	2	1	1	398	50	   0.0198707	    0.980129	2	    0.998855	  0.00114538	1	    0.987892	   0.0121078	    0.999077	  0.00092313
