g	x	w	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
14	-0.46008157556951	0.716327472526888	2.67254159356275	2.9424138739242	1.21586797507396	134	14	   0.0042284	    0.995772	2	 5.30215e-05	    0.999947	2	   0.0014305	     0.99857	 4.71722e-05	    0.999953
14	0.47804832803962	0.716327472526888	0.553639201115428	2.50217152451073	1.08607994029488	135	14	   0.0042284	    0.995772	2	   0.0152917	    0.984708	2	    0.302379	    0.697621	   0.0140726	    0.985927
14	0.366906280613061	0.716327472526888	0.856379992511437	-0.48826014058337	1.06444785720697	136	14	   0.0042284	    0.995772	2	     0.33728	     0.66272	2	    0.938571	   0.0614291	    0.334727	    0.665273
14	0.109952302779878	0.716327472526888	1.69917503747926	1.86355021942745	1.38581998835303	137	14	   0.0042284	    0.995772	2	  0.00256269	    0.997437	2	   0.0653235	    0.934676	  0.00229619	    0.997704
14	-0.0907992321864267	0.716327472526888	0.611085734767199	0.793373813027418	-0.077876792868921	138	14	   0.0042284	    0.995772	2	    0.286625	    0.713375	2	    0.923315	    0.076685	    0.283921	    0.716079
14	3.27801058248788	0.716327472526888	-0.0274797467634498	1.827060265992	0.681684772946934	139	14	   0.0042284	    0.995772	2	     0.17572	     0.82428	2	    0.863826	    0.136174	    0.172798	    0.827202
14	0.00311314550338709	0.716327472526888	2.50521590650312	3.33021268948591	1.30539447306302	140	14	   0.0042284	    0.995772	2	 3.94101e-05	    0.999961	2	   0.0010636	    0.998936	  3.5061e-05	    0.999965
15	-1.27666950742038	-0.267370208593491	0.771499632311908	-0.546140569042446	0.190163934484088	141	15	    0.994829	  0.00517145	1	    0.972172	   0.0278281	1	    0.974337	   0.0256626	     0.55561	     0.44439
15	0.625629606793223	-0.267370208593491	-1.61288294516713	0.195454679799926	-0.373478807514647	142	15	    0.994829	  0.00517145	1	    0.999592	 0.000408275	1	    0.999645	 0.000354944	    0.989333	   0.0106674
15	-0.0894947686916905	-0.267370208593491	1.14242107325242	0.72502320050313	-0.0287497823749213	143	15	    0.994829	  0.00517145	1	    0.795983	    0.204017	1	    0.799517	    0.200483	    0.116081	    0.883919
15	-1.11023993723233	-0.267370208593491	2.09829328975597	0.230988517222347	-1.01890016250098	144	15	    0.994829	  0.00517145	1	    0.630732	    0.369268	1	     0.63373	     0.36627	   0.0539058	    0.946094
15	0.0721310387501024	-0.267370208593491	1.83263692504075	1.11845879023277	1.18016148918825	145	15	    0.994829	  0.00517145	1	    0.152878	    0.847122	2	    0.153642	    0.846358	  0.00594245	    0.994058
15	-0.42107800041358	-0.267370208593491	-0.266927381557538	0.248263240623375	1.9647131777949	146	15	    0.994829	  0.00517145	1	    0.963445	   0.0365554	1	    0.965943	   0.0340575	    0.482931	    0.517069
15	-0.242116870891919	-0.267370208593491	2.79482172811092	0.814792766901992	0.928291085867832	147	15	    0.994829	  0.00517145	1	   0.0324627	    0.967537	2	   0.0326257	    0.967374	  0.00110938	    0.998891
15	1.51113435903355	-0.267370208593491	-0.456845694234203	-1.07579452527709	-0.0943614337846335	148	15	    0.994829	  0.00517145	1	     0.99908	 0.000920135	1	    0.999199	  0.00080133	    0.976225	   0.0237745
15	0.376563404003895	-0.267370208593491	-0.971702757548201	-1.3360584201516	0.251383867523242	149	15	    0.994829	  0.00517145	1	    0.999659	 0.000340855	1	    0.999704	 0.000296263	    0.991081	  0.00891903
15	1.05778514095366	-0.267370208593491	-0.472534566018054	0.920189089342788	0.561766211823825	150	15	    0.994829	  0.00517145	1	    0.981797	   0.0182026	1	     0.98346	   0.0165399	    0.661939	    0.338061
16	0.239047753119188	0.30866911397523	2.94765504245465	1.61065370289726	-1.03304889486307	151	16	 2.65105e-05	    0.999973	2	  0.00111269	    0.998887	2	    0.032696	    0.967304	  0.00111185	    0.998888
16	1.3937135354597	0.30866911397523	3.01603959389946	0.827382687114028	-0.505989234513504	152	16	 2.65105e-05	    0.999973	2	  0.00203826	    0.997962	2	   0.0583598	     0.94164	  0.00203677	    0.997963
16	-0.990364122080826	0.30866911397523	3.75186717882185	1.71861626411182	-0.47386647798914	153	16	 2.65105e-05	    0.999973	2	  7.8079e-05	    0.999922	2	  0.00236377	    0.997636	 7.80184e-05	    0.999922
16	-1.91505716881033	0.30866911397523	3.04770237040486	1.62551345311558	1.6697415932481	154	16	 2.65105e-05	    0.999973	2	 9.35593e-05	    0.999906	2	  0.00283114	    0.997169	 9.34867e-05	    0.999907
16	1.43993859940745	0.30866911397523	-0.377857303194348	1.62975641101744	1.15299647087347	155	16	 2.65105e-05	    0.999973	2	    0.266749	    0.733251	2	    0.916986	   0.0830136	    0.266732	    0.733268
16	0.151355882390505	0.30866911397523	2.50810478267168	2.0958725589448	2.2329807080375	156	16	 2.65105e-05	    0.999973	2	 0.000112787	    0.999887	2	  0.00341106	    0.996589	 0.000112699	    0.999887
16	-0.0754666721109725	0.30866911397523	0.929815412452144	3.86202282194684	1.34936012328506	157	16	 2.65105e-05	    0.999973	2	 0.000515644	    0.999484	2	   0.0154133	    0.984587	 0.000515249	    0.999485
16	0.193978565681768	0.30866911397523	1.85577523778054	2.0744084053525	-1.37142292839237	158	16	 2.65105e-05	    0.999973	2	  0.00965988	     0.99034	2	    0.228409	    0.771591	  0.00965408	    0.990346
16	0.491881580990251	0.30866911397523	0.988294584537913	3.1877165105041	0.99973311587031	159	16	 2.65105e-05	    0.999973	2	  0.00195833	    0.998042	2	   0.0561957	    0.943804	   0.0019569	    0.998043
16	-0.279239228582815	0.30866911397523	1.24302324833439	-0.430368268730682	-1.16038260389409	160	16	 2.65105e-05	    0.999973	2	    0.518223	    0.481777	1	    0.970294	   0.0297065	    0.518211	    0.481789
17	-0.256490183249187	-0.255763680567872	-0.0788894233080728	-1.25429225997553	0.989151532583701	161	17	    0.999995	 5.49553e-06	1	    0.996492	  0.00350818	1	    0.996492	  0.00350767	     0.90343	   0.0965698
17	-1.59315360740737	-0.255763680567872	-0.807295116986153	-1.7285124519146	1.43576889187546	162	17	    0.999995	 5.49553e-06	1	    0.999255	 0.000744958	1	    0.999255	  0.00074484	    0.977866	   0.0221344
17	-0.433521269833292	-0.255763680567872	-0.996201639682667	1.4215456684492	0.122653565872089	163	17	    0.999995	 5.49553e-06	1	    0.990892	  0.00910779	1	    0.990893	  0.00910664	     0.78181	     0.21819
17	-0.147864918089206	-0.255763680567872	-0.858331208674942	1.72380537594262	-1.2473017482383	164	17	    0.999995	 5.49553e-06	1	     0.99328	  0.00671991	1	    0.993281	  0.00671901	    0.829589	    0.170411
17	1.28801909509309	-0.255763680567872	-0.95073827250376	0.233168323016641	-0.755010783579252	165	17	    0.999995	 5.49553e-06	1	    0.999053	  0.00094748	1	    0.999053	 0.000947331	    0.972011	    0.027989
17	0.524725668250766	-0.255763680567872	-1.12179377839042	-0.727001018143893	-0.899743812190683	166	17	    0.999995	 5.49553e-06	1	     0.99981	 0.000189672	1	     0.99981	 0.000189642	    0.994273	  0.00572697
17	0.117399877375515	-0.255763680567872	1.86492378724225	1.90226495243696	2.36692752414388	167	17	    0.999995	 5.49553e-06	1	   0.0184411	    0.981559	2	   0.0184412	    0.981559	 0.000618302	    0.999382
17	-1.77405016263039	-0.255763680567872	-0.874073743405184	0.585961782997166	-0.164920421466188	168	17	    0.999995	 5.49553e-06	1	    0.997003	  0.00299691	1	    0.997004	  0.00299647	    0.916366	   0.0836342
17	0.135261599961488	-0.255763680567872	0.258678991135885	-0.544374179905052	0.783275861048595	169	17	    0.999995	 5.49553e-06	1	    0.986591	    0.013409	1	    0.986592	   0.0134075	    0.707875	    0.292125
17	0.00212148023460965	-0.255763680567872	0.254858699461153	0.409050332840719	2.12254506838344	170	17	    0.999995	 5.49553e-06	1	    0.873484	    0.126516	1	    0.873488	    0.126512	    0.185246	    0.814754
18	-1.50749754261351	-0.024646944812974	0.727641866150229	0.746362696888084	1.56293881385894	171	18	 3.53793e-06	    0.999996	2	   0.0760648	    0.923935	2	    0.714281	    0.285719	   0.0760625	    0.923938
18	1.38045261667311	-0.024646944812974	1.33692841621577	2.07009791912472	0.579989547295889	172	18	 3.53793e-06	    0.999996	2	  0.00776226	    0.992238	2	    0.191946	    0.808054	  0.00776161	    0.992238
18	0.338917388442203	-0.024646944812974	1.70345687017646	0.710780721743715	0.352921046890718	173	18	 3.53793e-06	    0.999996	2	   0.0274804	     0.97252	2	    0.461795	    0.538205	   0.0274788	    0.972521
18	-0.333911994329082	-0.024646944812974	1.42603357314221	0.696924175585761	1.07518369943682	174	18	 3.53793e-06	    0.999996	2	   0.0286686	    0.971331	2	    0.472637	    0.527363	   0.0286671	    0.971333
18	2.08050117514404	-0.024646944812974	1.97382591801084	0.436007228008016	2.94562907808029	175	18	 3.53793e-06	    0.999996	2	  0.00239326	    0.997607	2	   0.0678975	    0.932102	  0.00239303	    0.997607
18	-1.60608688366232	-0.024646944812974	2.25972722385861	0.862860397141603	0.0522982112994601	176	18	 3.53793e-06	    0.999996	2	  0.00731374	    0.992686	2	    0.182815	    0.817185	  0.00731311	    0.992687
18	-0.0243937519710397	-0.024646944812974	2.53341757156472	2.60721245296224	3.3190402158657	177	18	 3.53793e-06	    0.999996	2	 1.69719e-05	    0.999983	2	 0.000515075	    0.999485	 1.69701e-05	    0.999983
18	1.83591592278907	-0.024646944812974	1.45793139597107	1.29076985023883	0.990352107756962	178	18	 3.53793e-06	    0.999996	2	   0.0135452	    0.986455	2	    0.294256	    0.705744	   0.0135442	    0.986456
18	-0.518816562279226	-0.024646944812974	2.33766844659759	1.13646608487061	-0.14111850769508	179	18	 3.53793e-06	    0.999996	2	  0.00497519	    0.995025	2	    0.131811	    0.868189	  0.00497474	    0.995025
18	-0.470931266799442	-0.024646944812974	1.76208713976363	1.31835069247815	0.711891100259523	180	18	 3.53793e-06	    0.999996	2	  0.00760916	    0.992391	2	    0.188851	    0.811149	  0.00760852	    0.992391
19	-0.865360399340207	0.523275113290165	1.12569776459416	0.480430382658912	-0.132985168861337	181	19	    0.999982	 1.78182e-05	1	    0.858995	    0.141005	1	    0.859007	    0.140993	    0.167105	    0.832895
19	1.75454352361431	0.523275113290165	2.20468789818532	0.496829489124653	1.84548535118944	182	19	    0.999982	 1.78182e-05	1	   0.0957425	    0.904258	2	   0.0957441	    0.904256	  0.00347462	    0.996525
19	0.155766424218293	0.523275113290165	-0.0158696557762988	0.534279327053123	0.369850103286845	183	19	    0.999982	 1.78182e-05	1	    0.978473	    0.021527	1	     0.97848	   0.0215203	    0.599564	    0.400436
19	-0.1890620214933	0.523275113290165	0.185196040701289	0.182908914223469	-0.260936649257345	184	19	    0.999982	 1.78182e-05	1	    0.987183	    0.012817	1	    0.987188	   0.0128122	    0.717299	    0.282701
19	-0.631051422696633	0.523275113290165	0.108231141887518	-0.0813525307257733	-0.123058151754665	185	19	    0.999982	 1.78182e-05	1	    0.991217	  0.00878267	1	    0.991221	  0.00877905	     0.78805	     0.21195
19	-0.616578135401048	0.523275113290165	0.673992699568888	0.1384163564404	0.169713359729811	186	19	    0.999982	 1.78182e-05	1	    0.953567	   0.0464333	1	    0.953577	   0.0464235	     0.40349	     0.59651
19	-1.31921476086477	0.523275113290165	-0.951967116015085	0.588899054635062	0.789256800804347	187	19	    0.999982	 1.78182e-05	1	    0.994587	    0.005413	1	    0.994589	  0.00541057	    0.858224	    0.141776
19	-1.55441967153325	0.523275113290165	-0.49847329238345	-1.0739409797129	1.96865213504576	188	19	    0.999982	 1.78182e-05	1	    0.995503	  0.00449677	1	    0.995505	  0.00449471	    0.879425	    0.120575
19	-0.771734359785161	0.523275113290165	-0.653518730626198	0.457626789177041	-0.655033112503761	189	19	    0.999982	 1.78182e-05	1	    0.997397	  0.00260269	1	    0.997399	  0.00260143	    0.926609	    0.073391
19	1.3985570672909	0.523275113290165	-0.126079083822503	0.0543110102029748	0.421352461850474	190	19	    0.999982	 1.78182e-05	1	    0.990755	   0.0092452	1	    0.990759	  0.00924144	     0.77927	     0.22073
20	-0.262695210872344	-0.0234712888340696	-0.63786646305784	0.158470192979915	0.562481704412026	191	20	     0.99769	  0.00231035	1	    0.995216	  0.00478377	1	    0.995485	  0.00451454	    0.878955	    0.121045
20	1.72844583240805	-0.0234712888340696	0.337567398663831	-0.813342932895247	-0.606479489220191	192	20	     0.99769	  0.00231035	1	    0.996035	  0.00396506	1	    0.996263	  0.00373742	     0.89773	     0.10227
20	0.531359702112231	-0.0234712888340696	-0.0293290444389355	0.0356984708147624	1.39139341182056	193	20	     0.99769	  0.00231035	1	    0.974231	   0.0257688	1	    0.975181	    0.024819	    0.564061	    0.435939
20	-0.475284655390166	-0.0234712888340696	3.22872814344106	2.46158272381332	0.627369261228162	194	20	     0.99769	  0.00231035	1	  0.00125699	    0.998743	2	  0.00125981	     0.99874	 4.15366e-05	    0.999958
20	-1.54144572739219	-0.0234712888340696	1.5852807887064	-1.45760980001734	0.328481174591335	195	20	     0.99769	  0.00231035	1	    0.939386	   0.0606145	1	    0.940766	   0.0592344	    0.343403	    0.656597
20	0.159744909209165	-0.0234712888340696	-0.314372753193934	-0.778625248191587	0.899267296278749	196	20	     0.99769	  0.00231035	1	    0.996322	  0.00367815	1	    0.996535	  0.00346548	    0.904484	   0.0955156
20	0.657263146188217	-0.0234712888340696	2.97575265935204	0.193371673100535	2.2466838975188	197	20	     0.99769	  0.00231035	1	   0.0159362	    0.984064	2	   0.0159719	    0.984028	 0.000534212	    0.999466
20	-0.305470084427681	-0.0234712888340696	0.742089703332306	-1.13747439742242	1.53657622213191	198	20	     0.99769	  0.00231035	1	    0.964039	   0.0359609	1	    0.965167	   0.0348333	    0.477109	    0.522891
20	0.447971803131198	-0.0234712888340696	2.22545763479131	-0.657669474390037	0.461103406878774	199	20	     0.99769	  0.00231035	1	    0.573384	    0.426616	1	    0.574613	    0.425387	   0.0425881	    0.957412
20	-0.458174763915007	-0.0234712888340696	-1.49733966351932	-0.123637489032013	0.314646862690623	200	20	     0.99769	  0.00231035	1	    0.999456	 0.000544354	1	     0.99949	 0.000510262	    0.984734	   0.0152664
21	-1.12981733434345	-0.678020628073517	3.10607312374539	0.91052932803361	-1.31010816846516	201	21	 4.57594e-06	    0.999995	2	  0.00236789	    0.997632	2	   0.0672228	    0.932777	  0.00236759	    0.997632
21	0.373272564512522	-0.678020628073517	1.47169339304655	1.81586646631854	2.67469876825725	202	21	 4.57594e-06	    0.999995	2	  0.00131962	     0.99868	2	    0.038573	    0.961427	  0.00131945	    0.998681
21	0.308882956578979	-0.678020628073517	3.37600858615402	1.01814870586042	2.08411743759588	203	21	 4.57594e-06	    0.999995	2	 7.27038e-05	    0.999927	2	   0.0022028	    0.997797	  7.2694e-05	    0.999927
21	0.483791055652357	-0.678020628073517	1.09758167155414	1.70359630749665	2.05686574308177	204	21	 4.57594e-06	    0.999995	2	  0.00636918	    0.993631	2	    0.162921	    0.837079	  0.00636847	    0.993632
21	0.306003260904375	-0.678020628073517	1.81222057537838	0.816917251662858	1.17214237922025	205	21	 4.57594e-06	    0.999995	2	  0.00960808	    0.990392	2	    0.227542	    0.772458	  0.00960709	    0.990393
21	0.989455142304038	-0.678020628073517	1.12965314850037	0.124721427760624	1.10827098655939	206	21	 4.57594e-06	    0.999995	2	     0.11111	     0.88889	2	     0.79148	     0.20852	    0.111107	    0.888893
21	1.40966021785866	-0.678020628073517	0.242566741570346	1.9553358883371	0.200671799797617	207	21	 4.57594e-06	    0.999995	2	    0.119679	    0.880321	2	    0.805002	    0.194998	    0.119676	    0.880324
21	-1.25247376764075	-0.678020628073517	3.21833015656087	2.47087547167979	0.18914221681036	208	21	 4.57594e-06	    0.999995	2	 5.80937e-05	    0.999942	2	  0.00176089	    0.998239	 5.80859e-05	    0.999942
21	0.40190228300681	-0.678020628073517	1.01976914072545	0.871272616663824	2.27374872370615	209	21	 4.57594e-06	    0.999995	2	   0.0202472	    0.979753	2	    0.385561	    0.614439	   0.0202455	    0.979754
21	-0.258497099551163	-0.678020628073517	2.55959200346241	-0.406844673905326	2.11001434086661	210	21	 4.57594e-06	    0.999995	2	  0.00350613	    0.996494	2	   0.0965208	    0.903479	   0.0035057	    0.996494
22	-1.61801169795063	0.894325630653279	0.720403503457711	0.430279699269625	-0.280981001124193	211	22	  0.00066677	    0.999333	2	    0.363325	    0.636675	2	    0.945356	   0.0546442	    0.362937	    0.637063
22	1.64939122867552	0.894325630653279	0.223362108737977	2.54751073690678	0.619737449311457	212	22	  0.00066677	    0.999333	2	   0.0394457	    0.960554	2	    0.552727	    0.447273	   0.0391032	    0.960897
22	-0.175473816371053	0.894325630653279	2.22405602669843	2.40757767469965	0.803521898685057	213	22	  0.00066677	    0.999333	2	 0.000477725	    0.999522	2	   0.0140391	    0.985961	 0.000468676	    0.999531
22	-0.201579405638622	0.894325630653279	0.860015380879042	1.47422289566106	2.40448062721728	214	22	  0.00066677	    0.999333	2	   0.0108535	    0.989147	2	    0.247165	    0.752835	   0.0106958	    0.989304
22	0.918289905868553	0.894325630653279	3.37689935228885	1.39584202840035	0.664456213387649	215	22	  0.00066677	    0.999333	2	 0.000148201	    0.999852	2	  0.00439559	    0.995604	 0.000145367	    0.999855
22	-0.37657339886507	0.894325630653279	3.78010861285818	0.775470876432358	0.877920329964607	216	22	  0.00066677	    0.999333	2	 0.000101126	    0.999899	2	  0.00300333	    0.996997	 9.91892e-05	    0.999901
22	-1.46101039831144	0.894325630653279	2.29405616608493	-0.122902377867849	0.154630315382301	217	22	  0.00066677	    0.999333	2	   0.0230604	     0.97694	2	    0.414689	    0.585311	   0.0227991	    0.977201
22	-0.847769930814226	0.894325630653279	1.06835574916197	1.13745867636851	0.606654962382294	218	22	  0.00066677	    0.999333	2	   0.0493272	    0.950673	2	    0.609845	    0.390155	   0.0489532	    0.951047
22	-0.229458623409466	0.894325630653279	2.63561573013303	1.86316134253455	2.11970875573138	219	22	  0.00066677	    0.999333	2	 0.000131329	    0.999869	2	  0.00389704	    0.996103	 0.000128817	    0.999871
22	0.33722366282367	0.894325630653279	-0.835824653377363	-0.312669862379037	-0.341897674345075	220	22	  0.00066677	    0.999333	2	    0.975664	   0.0243361	1	    0.999179	 0.000821257	    0.975648	   0.0243518
23	-0.0853264906925765	-0.0771602136088894	-1.01989727087461	-0.718459587738167	0.0762608155127678	221	23	    0.999997	 2.56087e-06	1	     0.99951	 0.000490029	1	     0.99951	 0.000489993	    0.985331	   0.0146686
23	0.329187382428891	-0.0771602136088894	0.161469222777442	0.0184763208293739	1.0129384625626	222	23	    0.999997	 2.56087e-06	1	    0.973727	   0.0262733	1	    0.973728	   0.0262722	    0.549652	    0.450348
23	-0.3643979232687	-0.0771602136088894	0.630325928930935	1.5608785746115	-1.20478643931236	223	23	    0.999997	 2.56087e-06	1	    0.897215	    0.102785	1	    0.897216	    0.102784	    0.223274	    0.776726
23	1.01697489240137	-0.0771602136088894	-0.0295000730129872	0.358970732772651	-0.832857293801954	224	23	    0.999997	 2.56087e-06	1	    0.993413	  0.00658732	1	    0.993413	  0.00658691	    0.832396	    0.167604
23	-0.110306942803051	-0.0771602136088894	0.0123096815697504	0.3909250786151	1.23099762065948	225	23	    0.999997	 2.56087e-06	1	    0.962174	   0.0378262	1	    0.962175	   0.0378249	    0.455833	    0.544167
23	-0.612054044794799	-0.0771602136088894	-0.291542071228928	-0.736088085427668	0.569575796658991	226	23	    0.999997	 2.56087e-06	1	    0.997008	  0.00299164	1	    0.997009	  0.00299143	    0.916495	    0.083505
23	-0.496857606388513	-0.0771602136088894	1.70555685861385	-0.643125188297812	0.888007656876646	227	23	    0.999997	 2.56087e-06	1	      0.7552	      0.2448	1	    0.755202	    0.244798	   0.0922217	    0.907778
23	0.354987191383716	-0.0771602136088894	-1.4681797348409	-0.977764857434923	2.49371076285425	228	23	    0.999997	 2.56087e-06	1	    0.998799	    0.001201	1	    0.998799	  0.00120091	    0.964774	   0.0352258
23	-1.83595067228866	-0.0771602136088894	0.234854036923787	-1.92479318720243	0.711517175710277	229	23	    0.999997	 2.56087e-06	1	      0.9973	  0.00270012	1	      0.9973	  0.00269994	    0.924034	   0.0759658
23	0.978918348216623	-0.0771602136088894	-0.50907606118858	-1.42497492749134	-0.189154014170306	230	23	    0.999997	 2.56087e-06	1	     0.99954	 0.000460358	1	     0.99954	 0.000460324	    0.986208	   0.0137922
24	-0.846461621881129	0.394095018620576	-0.11623551713465	2.26059691101895	0.412256687724039	231	24	 3.55611e-06	    0.999996	2	    0.123082	    0.876918	2	    0.809964	    0.190036	     0.12308	     0.87692
24	-0.49862147992416	0.394095018620576	2.56393626201961	1.2373607519097	0.91041395702969	232	24	 3.55611e-06	    0.999996	2	  0.00108583	    0.998914	2	   0.0319513	    0.968049	  0.00108572	    0.998914
24	-1.69831807140189	0.394095018620576	3.78903387677195	1.47503782798895	1.91576302258398	233	24	 3.55611e-06	    0.999996	2	 1.41306e-05	    0.999986	2	 0.000428881	    0.999571	 1.41291e-05	    0.999986
24	-0.0761797791409798	0.394095018620576	2.05319828720229	2.96739797311283	1.55519596969865	234	24	 3.55611e-06	    0.999996	2	 0.000152195	    0.999848	2	  0.00460066	    0.995399	 0.000152179	    0.999848
24	0.870852667106348	0.394095018620576	2.91289272204014	2.4554758404115	0.48814488610868	235	24	 3.55611e-06	    0.999996	2	 0.000108325	    0.999892	2	  0.00327875	    0.996721	 0.000108314	    0.999892
24	0.959919351538613	0.394095018620576	1.85349035226647	-0.164447024225058	1.39110732814837	236	24	 3.55611e-06	    0.999996	2	   0.0266486	    0.973351	2	    0.453953	    0.546047	   0.0266471	    0.973353
24	1.06523448206762	0.394095018620576	1.8238012982987	2.89007003168009	-0.584088425464124	237	24	 3.55611e-06	    0.999996	2	   0.0016978	    0.998302	2	    0.049104	    0.950896	  0.00169763	    0.998302
24	0.364974631421858	0.394095018620576	0.944463256902326	1.0464049843747	0.75746825871334	238	24	 3.55611e-06	    0.999996	2	   0.0661023	    0.933898	2	    0.682473	    0.317527	   0.0661002	      0.9339
24	1.6239976880093	0.394095018620576	3.23906895247316	0.473428440261142	0.866240943501652	239	24	 3.55611e-06	    0.999996	2	 0.000649192	    0.999351	2	   0.0193433	    0.980657	 0.000649125	    0.999351
24	-0.97361420497069	0.394095018620576	1.12782635671548	3.05834395978086	0.963869477938082	240	24	 3.55611e-06	    0.999996	2	  0.00175104	    0.998249	2	   0.0505686	    0.949431	  0.00175087	    0.998249
25	2.85400634792099	1.1710831904558	-0.685512759930939	-2.18025886406638	-2.16302792517267	241	25	    0.999994	  5.5841e-06	1	    0.999965	 3.45973e-05	1	    0.999965	 3.45916e-05	    0.998951	  0.00104938
25	2.33766104306652	1.1710831904558	1.75405541628753	0.154773029604536	0.448725193243326	242	25	    0.999994	  5.5841e-06	1	    0.613238	    0.386762	1	    0.613241	    0.386759	   0.0496232	    0.950377
25	-1.45064306134238	1.1710831904558	0.285918893561696	0.676776971264683	-0.296717145190413	243	25	    0.999994	  5.5841e-06	1	     0.96954	   0.0304596	1	    0.969543	    0.030457	    0.511785	    0.488215
25	-0.264876222998298	1.1710831904558	-0.0962387387695353	-1.0270637908282	-1.78498387795703	244	25	    0.999994	  5.5841e-06	1	    0.999442	 0.000557803	1	    0.999442	 0.000557713	    0.983337	   0.0166632
25	0.0268013785685885	1.1710831904558	0.5360352486976	0.28271686041698	-0.3205357323145	245	25	    0.999994	  5.5841e-06	1	    0.971398	   0.0286017	1	    0.971401	   0.0285992	    0.527972	    0.472028
25	1.22814168841713	1.1710831904558	-0.709831218060594	-1.6931570482701	0.381892582683205	246	25	    0.999994	  5.5841e-06	1	    0.999643	 0.000357368	1	    0.999643	  0.00035731	    0.989262	   0.0107378
25	0.998267239531965	1.1710831904558	0.276400851281746	0.371972778731193	-1.13687118918972	247	25	    0.999994	  5.5841e-06	1	     0.98984	   0.0101595	1	    0.989842	   0.0101583	    0.762403	    0.237597
25	0.376477657672156	1.1710831904558	0.307538741741893	1.33643652337677	1.08830456771062	248	25	    0.999994	  5.5841e-06	1	    0.809387	    0.190613	1	    0.809391	    0.190609	    0.122679	    0.877321
25	0.273031728966802	1.1710831904558	-0.826253016429561	-0.297441516166575	-0.487942694354744	249	25	    0.999994	  5.5841e-06	1	    0.999233	 0.000766568	1	    0.999234	 0.000766445	    0.977238	   0.0227623
25	0.478901220218851	1.1710831904558	0.445342810177667	-0.244721369311094	-0.00388018292343139	250	25	    0.999994	  5.5841e-06	1	    0.984794	   0.0152059	1	    0.984796	   0.0152042	    0.680811	    0.319189
26	0.0464265515454149	-0.442268869445659	-0.54951846472008	-0.413637678802945	-0.73609748483155	251	26	    0.999758	 0.000242466	1	    0.999037	 0.000963246	1	    0.999043	 0.000956627	    0.971744	   0.0282561
26	-0.78815719983998	-0.442268869445659	0.557018043890101	2.10737646643977	0.154831001223563	252	26	    0.999758	 0.000242466	1	    0.618937	    0.381063	1	    0.619074	    0.380926	   0.0507994	    0.949201
26	0.884086443281836	-0.442268869445659	-0.224787352050971	0.696859046720892	-0.0433811547784795	253	26	    0.999758	 0.000242466	1	    0.987415	   0.0125854	1	    0.987479	    0.012521	    0.721997	    0.278003
26	0.0516854305014571	-0.442268869445659	0.301541205096059	-0.411334331051676	-1.04426012502585	254	26	    0.999758	 0.000242466	1	    0.995631	  0.00436881	1	    0.995658	  0.00434151	     0.88307	     0.11693
26	0.141969292372585	-0.442268869445659	2.17455055116389	-0.647497727002397	1.17041592245195	255	26	    0.999758	 0.000242466	1	    0.454366	    0.545634	2	     0.45447	     0.54553	   0.0267011	    0.973299
26	1.3203545023454	-0.442268869445659	-0.582841397247516	1.40632627376014	0.611681478405954	256	26	    0.999758	 0.000242466	1	    0.972758	   0.0272422	1	    0.972862	   0.0271375	    0.541397	    0.458603
26	0.925339862507427	-0.442268869445659	-0.229003608218135	1.06877313516691	-0.140193748737236	257	26	    0.999758	 0.000242466	1	    0.980735	    0.019265	1	    0.980821	   0.0191793	    0.627429	    0.372571
26	0.485518616143925	-0.442268869445659	0.995383822650051	0.148383591663828	1.7063598962522	258	26	    0.999758	 0.000242466	1	     0.74458	     0.25542	1	    0.744739	    0.255261	    0.087655	    0.912345
26	1.72316402106322	-0.442268869445659	0.702549863325071	-0.564039533662913	0.386017585174254	259	26	    0.999758	 0.000242466	1	    0.976926	   0.0230735	1	    0.977022	   0.0229781	    0.583367	    0.416633
26	0.227684485905775	-0.442268869445659	-1.06911765608834	-2.34613928398795	-1.49397022868185	260	26	    0.999758	 0.000242466	1	    0.999976	 2.37506e-05	1	    0.999976	 2.35828e-05	    0.999284	 0.000715644
27	0.768777492633304	0.819155698298568	-0.115622009338538	-1.36419896888708	-0.755194556491576	261	27	    0.999955	  4.5312e-05	1	     0.99928	 0.000719657	1	    0.999281	 0.000718721	    0.978626	   0.0213743
27	-0.550937020768257	0.819155698298568	0.692424214921812	0.956998068886062	-2.19459413112319	262	27	    0.999955	  4.5312e-05	1	    0.972076	   0.0279242	1	    0.972096	   0.0279044	    0.534275	    0.465725
27	0.430833432495921	0.819155698298568	-1.67194797365458	-1.76773984318153	0.830990502472002	263	27	    0.999955	  4.5312e-05	1	     0.99992	 7.99685e-05	1	     0.99992	 7.98624e-05	     0.99758	  0.00241951
27	0.095807071129532	0.819155698298568	0.160245362696853	0.224320507387706	-0.0930907466116409	264	27	    0.999955	  4.5312e-05	1	    0.985557	   0.0144427	1	    0.985571	   0.0144294	    0.692236	    0.307764
27	0.692291222485771	0.819155698298568	-0.774689485196757	0.780771497213218	-0.24478221374434	265	27	    0.999955	  4.5312e-05	1	     0.99588	  0.00412006	1	    0.995885	  0.00411519	    0.888508	    0.111492
