g	y1	y2	id	t	State#1	State#2	State#	joint5_1_1	joint5_1_2	joint5_2_1	joint5_2_2
58	0.588215577739541	-0.196364436059101	230	2	    0.016225	    0.983775	2	    0.108082	    0.891918	   0.0150251	    0.984975
58	-0.226403793151252	-0.122449182892081	231	3	   0.0264934	    0.973507	2	    0.164671	    0.835329	   0.0242145	    0.975786
58	1.49987237366826	2.06141627000336	232	4	    0.937552	   0.0624485	1	    0.991478	  0.00852197	    0.936084	    0.063916
59	3.11512935192892	0.640526938145171	233	1	    0.994483	  0.00551656	1	         nan	         nan	         nan	         nan
59	3.2075265815762	0.915704143003052	234	2	    0.999168	 0.000831757	1	    0.999199	 0.000801258	     0.99367	  0.00632996
59	4.18435183449666	0.687004564725155	235	3	    0.999851	 0.000148623	1	    0.999852	 0.000147771	    0.998827	  0.00117268
59	2.46863244959732	2.06512951659112	236	4	    0.998791	  0.00120888	1	    0.998792	  0.00120764	    0.990486	   0.0095137
60	2.89809759533795	0.456753134225778	237	1	    0.913935	   0.0860654	1	         nan	         nan	         nan	         nan
60	-0.820428950114839	0.595567156097346	238	2	   0.0352742	    0.964726	2	   0.0381284	    0.961872	  0.00496514	    0.995035
60	1.28776822470046	-0.620665616324086	239	3	   0.0270553	    0.972945	2	    0.154061	    0.845939	   0.0224115	    0.977588
60	-1.51037410261148	-2.08706397082894	240	4	 3.25018e-05	    0.999967	2	 0.000217324	    0.999783	 2.73623e-05	    0.999973
61	0.780630090374216	0.412937279032805	241	1	    0.184367	    0.815633	2	         nan	         nan	         nan	         nan
61	1.38779098851248	0.0364782956046037	242	2	    0.162138	    0.837862	2	    0.456464	    0.543536	   0.0956084	    0.904392
61	-0.226941128312402	-0.292410559165133	243	3	   0.0366496	     0.96335	2	    0.130346	    0.869654	    0.018518	    0.981482
61	1.63024008487322	2.58948750286306	244	4	    0.981398	   0.0186025	1	     0.99754	  0.00246034	    0.980783	   0.0192166
62	0.688047137824105	-1.10875389538017	245	1	  0.00780877	    0.992191	2	         nan	         nan	         nan	         nan
62	0.678377216211461	-1.15975707042444	246	2	   0.0214218	    0.978578	2	    0.142375	    0.857625	   0.0204699	     0.97953
62	2.18959031590283	3.0635132435403	247	3	    0.999041	 0.000958905	1	    0.999877	 0.000123117	    0.999023	 0.000977201
62	3.34246129605219	0.44227230465636	248	4	     0.99603	   0.0039705	1	    0.996055	  0.00394503	    0.969496	   0.0305036
63	5.07791397287703	1.45412756940988	249	1	    0.999886	 0.000114147	1	         nan	         nan	         nan	         nan
63	-0.231232111922427	0.688366588121731	250	2	    0.107528	    0.892472	2	    0.107539	    0.892461	   0.0149417	    0.985058
63	-0.839452514354544	-0.0205698981336631	251	3	  0.00769924	    0.992301	2	   0.0344695	    0.965531	  0.00447387	    0.995526
63	1.68888342012477	0.0627684955206051	252	4	    0.344413	    0.655587	2	     0.80422	     0.19578	    0.340845	    0.659155
64	-1.31909421242885	-1.04717200849383	253	1	  0.00136524	    0.998635	2	         nan	         nan	         nan	         nan
64	1.37728542174597	1.01840399214159	254	2	     0.81657	     0.18343	1	    0.972462	   0.0275378	    0.816357	    0.183643
64	1.92919884221258	1.90212224356652	255	3	     0.99594	  0.00406026	1	      0.9982	  0.00179996	    0.985878	   0.0141224
64	2.78928979156639	2.16931161879152	256	4	    0.999475	 0.000525271	1	    0.999489	 0.000510924	    0.995956	  0.00404442
65	0.0403863651907406	1.00911270900075	257	1	     0.18822	     0.81178	2	         nan	         nan	         nan	         nan
65	1.44459578551635	0.441140069208152	258	2	    0.267225	    0.732775	2	    0.637638	    0.362362	    0.181341	    0.818659
65	-2.03050990479398	-0.998186673930895	259	3	 8.45295e-05	    0.999915	2	 0.000235139	    0.999765	 2.96058e-05	     0.99997
65	-0.349131811367134	-0.573250756351996	260	4	   0.0033377	    0.996662	2	   0.0258995	      0.9741	  0.00333579	    0.996664
66	0.225564437058215	3.9609133816077	261	1	    0.973612	   0.0263882	1	         nan	         nan	         nan	         nan
66	-1.32581678961729	-1.16246537674787	262	2	 0.000578744	    0.999421	2	 0.000592407	    0.999408	 7.46118e-05	    0.999925
66	0.06370949501576	0.124116242116547	263	3	  0.00933478	    0.990665	2	   0.0693974	    0.930603	      0.0093	      0.9907
66	-0.277847373516071	-0.139547778896009	264	4	  0.00890758	    0.991092	2	   0.0630343	    0.936966	  0.00839755	    0.991602
67	2.5465933933809	0.955079038738121	265	1	    0.983231	   0.0167689	1	         nan	         nan	         nan	         nan
67	2.01691393819452	0.530579197701692	266	2	    0.895152	    0.104848	1	    0.901298	   0.0987021	    0.534773	    0.465227
67	-0.271897064059809	1.49732519395395	267	3	    0.301043	    0.698957	2	    0.329481	    0.670519	   0.0582526	    0.941747
67	-1.01389742335581	-0.8039271948289	268	4	  0.00207183	    0.997928	2	  0.00532003	     0.99468	 0.000672823	    0.999327
68	0.145680458406143	0.424338517605927	269	1	   0.0434473	    0.956553	2	         nan	         nan	         nan	         nan
68	0.34671289005478	-0.134694657724092	270	2	   0.0145324	    0.985468	2	   0.0838183	    0.916182	   0.0113854	    0.988615
68	0.278745625667431	0.0220893610167392	271	3	   0.0371218	    0.962878	2	    0.220661	    0.779339	   0.0344152	    0.965585
68	0.00702261614618904	1.75666070006652	272	4	    0.342578	    0.657422	2	    0.792903	    0.207097	    0.325217	    0.674783
69	-1.55431931612284	0.295523734530668	273	1	  0.00164004	     0.99836	2	         nan	         nan	         nan	         nan
69	-0.922686336272711	-0.0573850056280613	274	2	  0.00109065	    0.998909	2	  0.00850369	    0.991496	  0.00107847	    0.998922
69	-0.333233414742897	-1.35391548558448	275	3	 0.000291879	    0.999708	2	  0.00229667	    0.997703	  0.00028969	     0.99971
69	-0.845217432798673	-0.100588557712196	276	4	  0.00330089	    0.996699	2	   0.0255852	    0.974415	  0.00329439	    0.996706
70	1.36107771133744	0.0526325059859647	277	1	    0.625177	    0.374823	1	         nan	         nan	         nan	         nan
70	1.97545234075819	1.62362521535439	278	2	    0.989424	   0.0105759	1	    0.997014	  0.00298562	    0.976764	    0.023236
70	0.753363630404112	2.19052087586108	279	3	    0.986623	   0.0133766	1	     0.98746	   0.0125401	    0.908362	   0.0916384
70	1.62853326417592	1.2294879966661	280	4	    0.967189	   0.0328108	1	    0.969458	   0.0305418	    0.799829	    0.200171
71	-0.259464371927624	-1.00141165462511	281	1	    0.008857	    0.991143	2	         nan	         nan	         nan	         nan
71	0.442032437392042	1.97559082899596	282	2	    0.747925	    0.252075	1	    0.958909	   0.0410907	     0.74604	     0.25396
71	-0.00243863754276779	2.30451294666643	283	3	    0.845813	    0.154187	1	     0.92541	   0.0745902	    0.609643	    0.390357
71	0.718332086825662	1.10246978278103	284	4	    0.739334	    0.260666	1	    0.810352	    0.189648	    0.349756	    0.650244
72	2.461824307051	2.42737675497573	285	1	    0.999204	 0.000795718	1	         nan	         nan	         nan	         nan
72	2.77724685083189	0.475950387582225	286	2	    0.995147	  0.00485255	1	    0.995173	  0.00482687	    0.962899	    0.037101
72	1.09842408496904	1.77957833601234	287	3	    0.988114	   0.0118857	1	     0.98847	   0.0115301	    0.915195	   0.0848052
72	2.98402931691778	2.58641966493258	288	4	    0.999832	 0.000168058	1	    0.999845	 0.000155259	    0.998768	  0.00123205
73	1.33895021235638	-1.21627179140454	289	1	   0.0196577	    0.980342	2	         nan	         nan	         nan	         nan
73	0.253607767309461	-1.06335876277649	290	2	  0.00161541	    0.998385	2	    0.011196	    0.988804	   0.0014233	    0.998577
73	-0.880062409307745	-0.0895670287651772	291	3	  0.00110654	    0.998893	2	  0.00862806	    0.991372	  0.00109437	    0.998906
73	-2.16385914219469	-0.43279569071044	292	4	 0.000192032	    0.999808	2	  0.00151188	    0.998488	  0.00019057	    0.999809
74	3.80814698229471	1.69468482785019	293	1	    0.998619	  0.00138121	1	         nan	         nan	         nan	         nan
74	-0.343821027944633	-1.85551893558593	294	2	  0.00204694	    0.997953	2	  0.00204941	    0.997951	 0.000258446	    0.999742
74	0.326267113684328	0.518663813901541	295	3	     0.19208	     0.80792	2	    0.652436	    0.347564	    0.191135	    0.808865
74	2.54161175044921	2.05719897435751	296	4	    0.993079	   0.0069206	1	    0.998946	   0.0010544	    0.991685	  0.00831527
75	-0.963142292250923	-1.73897770435894	297	1	 0.000108327	    0.999892	2	         nan	         nan	         nan	         nan
75	-1.08460199725781	-0.734541253916442	298	2	  0.00178421	    0.998216	2	     0.01399	     0.98601	  0.00178289	    0.998217
75	2.67874714255758	0.490577089506326	299	3	    0.958938	   0.0410616	1	     0.99463	  0.00536997	    0.958875	   0.0411254
75	2.45822217821878	2.2627523682081	300	4	    0.998906	  0.00109371	1	    0.999148	 0.000852325	    0.993269	  0.00673101
76	1.56673158513419	0.635823563683908	301	1	    0.651618	    0.348382	1	         nan	         nan	         nan	         nan
76	0.0823956405864587	1.66472629597766	302	2	    0.417336	    0.582664	2	    0.565262	    0.434738	    0.140654	    0.859346
76	0.607867354044012	-1.16205718195555	303	3	    0.009899	    0.990101	2	   0.0201201	     0.97988	  0.00257809	    0.997422
76	1.17356861929406	-1.19287804587853	304	4	   0.0193547	    0.980645	2	     0.12874	     0.87126	    0.018261	    0.981739
77	1.25827778050551	1.5984998584196	305	1	    0.794189	    0.205811	1	         nan	         nan	         nan	         nan
77	0.31098493937875	0.635469445688035	306	2	    0.186887	    0.813113	2	    0.226124	    0.773876	   0.0354772	    0.964523
77	-0.43688678482221	-0.0797223138858253	307	3	  0.00558225	    0.994418	2	   0.0191838	    0.980816	  0.00245607	    0.997544
77	-0.847963616781941	-0.849716190660861	308	4	 0.000858831	    0.999141	2	  0.00653204	    0.993468	 0.000826984	    0.999173
78	-0.943382832203535	0.828570578481988	309	1	   0.0138192	    0.986181	2	         nan	         nan	         nan	         nan
78	0.967188694070499	-0.4488283293288	310	2	   0.0182256	    0.981774	2	    0.119553	    0.880447	   0.0168057	    0.983194
78	-0.569671113010191	-0.269459984664713	311	3	  0.00193868	    0.998061	2	   0.0135296	     0.98647	  0.00172351	    0.998276
78	1.04918773267363	-0.639456763115262	312	4	   0.0392186	    0.960781	2	    0.242921	    0.757079	   0.0388229	    0.961177
79	2.96369165454254	0.643036496588087	313	1	     0.99246	  0.00753997	1	         nan	         nan	         nan	         nan
79	2.07674815828281	2.86900077829279	314	2	      0.9993	 0.000699992	1	    0.999335	  0.00066534	    0.994739	  0.00526114
79	0.564461696227221	0.460362535072044	315	3	    0.702647	    0.297353	1	    0.702979	    0.297021	    0.229543	    0.770457
79	1.16822330571173	2.01973431839209	316	4	    0.950899	   0.0491006	1	    0.982521	   0.0174789	    0.876177	    0.123823
80	-1.46141185745355	0.184831553913824	317	1	   0.0121881	    0.987812	2	         nan	         nan	         nan	         nan
80	3.95692437348948	1.78940138180908	318	2	    0.998216	  0.00178415	1	    0.999773	 0.000227368	    0.998197	  0.00180336
80	-0.810949493341646	1.15620917986757	319	3	   0.0899109	    0.910089	2	   0.0900496	     0.90995	   0.0123041	    0.987696
80	-0.902614781170297	-1.71055019499973	320	4	 0.000252102	    0.999748	2	  0.00123218	    0.998768	 0.000155276	    0.999845
81	0.212213331988302	-0.361995700640686	321	1	   0.0111509	    0.988849	2	         nan	         nan	         nan	         nan
81	-0.0658648503277676	-0.599469338407792	322	2	  0.00198746	    0.998013	2	   0.0144832	    0.985517	  0.00184655	    0.998153
81	-2.18225234828447	-0.209518390804096	323	3	 0.000769522	     0.99923	2	  0.00599872	    0.994001	 0.000759108	    0.999241
81	2.29659377674131	2.38126872959352	324	4	      0.9925	   0.0074997	1	    0.999049	 0.000950947	    0.992495	  0.00750475
82	2.06983135914865	2.04545980014485	325	1	    0.996353	  0.00364709	1	         nan	         nan	         nan	         nan
82	1.46754078557783	2.37642545896001	326	2	    0.993752	  0.00624759	1	      0.9939	  0.00610028	    0.953509	   0.0464911
82	0.604979123848484	0.271398593931816	327	3	    0.664095	    0.335905	1	    0.667004	    0.332996	    0.201371	    0.798629
82	2.7228756225349	1.8059396710043	328	4	    0.996166	  0.00383378	1	    0.998842	  0.00115781	    0.990876	  0.00912427
83	-0.180548842200793	-0.603790004920203	329	1	  0.00563281	    0.994367	2	         nan	         nan	         nan	         nan
83	-0.461702901428128	1.92473951139832	330	2	   0.0933759	    0.906624	2	    0.444139	    0.555861	   0.0913889	    0.908611
83	-0.233446291900739	-0.232784216525482	331	3	  0.00820924	    0.991791	2	   0.0388123	    0.961188	  0.00505733	    0.994943
83	0.320207543503176	0.820157132539755	332	4	    0.134079	    0.865921	2	    0.544257	    0.455743	    0.130684	    0.869316
84	0.756071424394392	1.49994616353686	333	1	    0.555141	    0.444859	1	         nan	         nan	         nan	         nan
84	0.244169074035476	0.649186852681968	334	2	    0.154985	    0.845015	2	    0.247348	    0.752652	   0.0397256	    0.960274
84	0.808542738795259	-0.335163138426699	335	3	   0.0688893	    0.931111	2	    0.238111	    0.761889	   0.0378522	    0.962148
84	1.7273127367474	-0.29219441333395	336	4	    0.257278	    0.742722	2	     0.69722	     0.30278	    0.224728	    0.775272
85	1.32872926428887	-1.99864841737206	337	1	   0.0320876	    0.967912	2	         nan	         nan	         nan	         nan
85	1.74553000904111	0.923089391258785	338	2	    0.884744	    0.115256	1	    0.983355	   0.0166446	    0.881475	    0.118525
85	2.37280801041314	1.65662143773091	339	3	    0.987224	   0.0127759	1	    0.992726	  0.00727429	    0.944992	   0.0550082
85	0.606903838600316	-0.220782600724254	340	4	    0.227065	    0.772935	2	    0.229536	    0.770464	   0.0361469	    0.963853
86	2.74882807894837	2.15176380910734	341	1	    0.999288	 0.000712172	1	         nan	         nan	         nan	         nan
86	3.37212187108833	2.12276280560959	342	2	    0.999939	 6.08388e-05	1	    0.999939	 6.05396e-05	    0.999519	 0.000480723
86	2.53240425484907	2.05635071722856	343	3	      0.9969	  0.00309958	1	    0.996902	  0.00309831	    0.975905	   0.0240945
86	-0.31345746587772	-1.40366194715716	344	4	  0.00612022	     0.99388	2	  0.00613684	    0.993863	 0.000776681	    0.999223
87	0.796119782668774	1.4807917049396	345	1	    0.887265	    0.112735	1	         nan	         nan	         nan	         nan
87	1.56308242495171	1.86561889457221	346	2	    0.992862	  0.00713835	1	     0.99594	  0.00405987	    0.968633	   0.0313672
87	2.27406258349207	1.41305657063128	347	3	    0.996908	  0.00309249	1	     0.99705	  0.00294963	    0.977038	   0.0229615
87	1.40241426731926	1.22347422152745	348	4	    0.951842	   0.0481582	1	    0.952572	   0.0474283	    0.716574	    0.283426
88	0.721083992416447	1.54315986853362	349	1	    0.887368	    0.112632	1	         nan	         nan	         nan	         nan
88	3.08173676250557	2.99417316009398	350	2	    0.999961	 3.94242e-05	1	    0.999978	 2.21239e-05	    0.999824	 0.000175725
88	1.66051781274978	2.06490186210515	351	3	    0.995216	  0.00478379	1	    0.995217	  0.00478253	    0.963229	   0.0367712
88	0.412141633847541	1.5185933078931	352	4	    0.836723	    0.163277	1	    0.838842	    0.161158	    0.395853	    0.604147
89	2.34154797364318	2.36040118359344	353	1	     0.99768	  0.00232015	1	         nan	         nan	         nan	         nan
89	2.07428427642795	-0.558288739369925	354	2	    0.843642	    0.156358	1	    0.844659	    0.155341	    0.406343	    0.593657
89	2.53479321042143	-0.263630095344057	355	3	    0.894598	    0.105402	1	    0.938508	   0.0614918	     0.65768	     0.34232
89	0.675685679465237	1.18270108263638	356	4	    0.772652	    0.227348	1	    0.820629	    0.179371	    0.365447	    0.634553
90	1.85300849633984	3.18674953166058	357	1	    0.999359	 0.000641429	1	         nan	         nan	         nan	         nan
90	1.79891051471323	2.2721316514108	358	2	    0.998829	  0.00117091	1	    0.998834	  0.00116576	    0.990814	  0.00918644
90	3.78001039871393	3.31808883703353	359	3	    0.999997	 2.62017e-06	1	    0.999997	 2.59904e-06	    0.999979	 2.06463e-05
90	3.03831928868427	2.019177968607	360	4	    0.999599	 0.000401014	1	    0.999599	 0.000401007	    0.996823	  0.00317674
91	0.270308459196711	-1.14220458164132	361	1	   0.0055555	    0.994445	2	         nan	         nan	         nan	         nan
91	1.69916693462255	-0.525876826585858	362	2	    0.130535	    0.869465	2	    0.538904	    0.461096	    0.128254	    0.871746
91	0.498442546177214	0.720427360099659	363	3	    0.261589	    0.738411	2	    0.666261	    0.333739	    0.200834	    0.799166
91	1.17420770006957	0.873191964723977	364	4	    0.565533	    0.434467	1	    0.870169	    0.129831	    0.457612	    0.542388
92	0.532377426293439	-1.66373967032962	365	1	  0.00187009	     0.99813	2	         nan	         nan	         nan	         nan
92	0.888500290072885	-1.93614148967794	366	2	  0.00122543	    0.998775	2	   0.0095311	    0.990469	  0.00120987	     0.99879
92	1.07034085015201	-1.19861210641924	367	3	   0.0398302	     0.96017	2	    0.246619	    0.753381	   0.0395765	    0.960424
92	3.5690048593797	1.68307804065589	368	4	    0.998149	  0.00185084	1	    0.999758	 0.000241794	    0.998082	  0.00191759
93	1.13306719075956	2.72521907590774	369	1	    0.987371	   0.0126295	1	         nan	         nan	         nan	         nan
93	1.16880832703867	1.32858850181123	370	2	    0.845345	    0.154655	1	    0.850813	    0.149187	    0.417894	    0.582106
93	0.697130921405353	-1.58350274863514	371	3	   0.0635471	    0.936453	2	   0.0733675	    0.926633	  0.00986849	    0.990132
93	3.92889534160246	1.59687824899902	372	4	    0.999028	 0.000972164	1	     0.99987	 0.000129691	    0.998971	  0.00102933
94	-0.00338973147452426	-1.11436215856968	373	1	  0.00204106	    0.997959	2	         nan	         nan	         nan	         nan
94	0.858965896518191	-1.58154175382189	374	2	   0.0132425	    0.986758	2	    0.095221	    0.904779	   0.0130748	    0.986925
94	3.35078066084243	0.91512689291562	375	3	     0.96815	   0.0318499	1	    0.995826	  0.00417362	    0.967779	   0.0322213
94	0.582280594425351	-0.609302296960712	376	4	    0.118687	    0.881313	2	    0.122026	    0.877974	   0.0171948	    0.982805
95	1.49502330199512	-0.626398829078999	377	1	   0.0749619	    0.925038	2	         nan	         nan	         nan	         nan
95	-0.647638338686183	0.101232926733915	378	2	  0.00357431	    0.996426	2	   0.0184891	    0.981511	  0.00236566	    0.997634
95	0.113475014777069	-0.911941826952379	379	3	  0.00153415	    0.998466	2	   0.0117731	    0.988227	  0.00149742	    0.998503
95	-1.27360792437155	0.617926490284267	380	4	  0.00595529	    0.994045	2	   0.0449905	     0.95501	  0.00589531	    0.994105
96	3.18708233632093	2.35564074053802	381	1	    0.999667	 0.000332857	1	         nan	         nan	         nan	         nan
96	1.93484770620112	0.766050532805046	382	2	    0.895494	    0.104506	1	    0.895619	    0.104381	    0.519253	    0.480747
96	-1.18379590233665	-0.0076490992732717	383	3	  0.00624058	    0.993759	2	  0.00686738	    0.993133	 0.000869697	     0.99913
96	1.37912402232563	-1.27943956284944	384	4	   0.0240068	    0.975993	2	    0.158506	    0.841494	   0.0231622	    0.976838
97	-0.895960944655175	0.265320807560324	385	1	  0.00923156	    0.990768	2	         nan	         nan	         nan	         nan
97	0.926339329782494	-0.306941459458503	386	2	    0.139489	    0.860511	2	    0.554841	    0.445159	    0.135619	    0.864381
97	2.35003570156606	1.03177156229916	387	3	    0.973654	    0.026346	1	    0.996123	   0.0038766	    0.970012	   0.0299883
97	2.96685417684718	1.85873536390374	388	4	    0.999256	 0.000743954	1	    0.999371	 0.000629383	    0.995022	  0.00497805
98	0.237585895909405	1.74190224593558	389	1	    0.649502	    0.350498	1	         nan	         nan	         nan	         nan
98	0.902108611810972	0.977177965299059	390	2	    0.621764	    0.378236	1	    0.786399	    0.213601	    0.316683	    0.683317
98	0.0476168963613082	0.866028804065245	391	3	     0.45745	     0.54255	2	    0.628806	    0.371194	    0.175764	    0.824236
98	2.12115789743338	0.564914169124042	392	4	    0.850718	    0.149282	1	    0.961265	   0.0387353	    0.757511	    0.242489
99	2.72395073170171	1.48169717876616	393	1	    0.983412	   0.0165876	1	         nan	         nan	         nan	         nan
99	-0.715640069758101	1.62441448996909	394	2	    0.215885	    0.784115	2	    0.218952	    0.781048	   0.0340856	    0.965914
99	0.313063166303806	-2.37534315227762	395	3	 0.000380521	    0.999619	2	  0.00120917	    0.998791	 0.000152374	    0.999848
99	-0.414424512974739	0.0083153240911722	396	4	  0.00864327	    0.991357	2	   0.0646236	    0.935376	  0.00862196	    0.991378
100	2.23929624377431	0.149388419116106	397	1	    0.917891	   0.0821086	1	         nan	         nan	         nan	         nan
100	1.52791490162984	1.68608462859149	398	2	    0.987748	    0.012252	1	    0.992023	  0.00797695	    0.939957	   0.0600428
100	1.98758065850648	0.834804336464563	399	3	    0.947703	   0.0522965	1	    0.950675	   0.0493249	    0.708132	    0.291868
100	0.13885060850091	0.915242442333276	400	4	    0.483898	    0.516102	2	    0.504335	    0.495665	    0.113541	    0.886459
101	-1.78542383132756	2.12057364241286	401	1	   0.0802816	    0.919718	2	         nan	         nan	         nan	         nan
101	0.522403193066081	0.560437136092158	402	2	    0.274349	    0.725651	2	    0.710763	    0.289237	    0.236255	    0.763745
101	0.182621784161063	3.29943400292914	403	3	    0.853105	    0.146895	1	     0.97105	   0.0289505	    0.808513	    0.191487
101	-0.674223223836799	-0.540765152371247	404	4	   0.0135407	    0.986459	2	   0.0155309	    0.984469	  0.00198197	    0.998018
102	-0.328212589836706	-0.210156900202467	405	1	  0.00569012	     0.99431	2	         nan	         nan	         nan	         nan
102	-0.063803455477087	-0.904322231920097	406	2	  0.00671262	    0.993287	2	   0.0491845	    0.950816	  0.00646956	     0.99353
102	1.14791256341037	1.02884610514985	407	3	    0.746602	    0.253398	1	    0.958728	    0.041272	    0.745169	    0.254831
102	2.1373405283646	2.96212809042179	408	4	    0.998784	  0.00121637	1	    0.999558	 0.000441764	    0.996501	  0.00349863
103	0.856536449386925	0.866859509958176	409	1	    0.294658	    0.705342	2	         nan	         nan	         nan	         nan
103	0.0379643522950781	0.534033826642702	410	2	   0.0577079	    0.942292	2	    0.145582	    0.854418	   0.0209982	    0.979002
103	1.31991880183629	-0.635637653528778	411	3	   0.0357655	    0.964234	2	    0.180179	    0.819821	   0.0269213	    0.973079
103	0.442716954860495	-0.286948500258891	412	4	   0.0287307	    0.971269	2	    0.162147	    0.837853	    0.023782	    0.976218
104	2.65455787781219	3.96799731046405	413	1	    0.999845	 0.000154675	1	         nan	         nan	         nan	         nan
104	0.0062040575660423	1.28557376692607	414	2	     0.35646	     0.64354	2	    0.356505	    0.643495	   0.0651934	    0.934807
104	-0.756133623360049	-0.0744494887626213	415	3	  0.00603362	    0.993966	2	   0.0137611	    0.986239	  0.00175335	    0.998247
104	0.75587190778834	-0.365341229975824	416	4	   0.0378975	    0.962102	2	    0.232419	    0.767581	   0.0367167	    0.963283
105	1.63316556884205	1.2467321186662	417	1	    0.962708	   0.0372918	1	         nan	         nan	         nan	         nan
105	0.682148047923148	2.67805978920657	418	2	    0.993871	  0.00612884	1	    0.995094	  0.00490624	    0.962309	    0.037691
105	0.0786135828855139	3.42051219539611	419	3	    0.996077	  0.00392277	1	    0.996233	  0.00376712	    0.970837	   0.0291631
105	2.10547105391273	1.76683520650574	420	4	    0.995464	  0.00453624	1	     0.99558	  0.00441994	    0.965934	   0.0340664
106	0.102508673134543	-0.495387962763761	421	1	  0.00708555	    0.992914	2	         nan	         nan	         nan	         nan
106	0.382655336810618	-1.69539954356495	422	2	 0.000601115	    0.999399	2	  0.00453424	    0.995466	 0.000573048	    0.999427
106	-0.710994429495715	-0.335092487552314	423	3	  0.00197148	    0.998029	2	   0.0153875	    0.984613	  0.00196341	    0.998037
106	-1.07769113233633	2.28965452118367	424	4	    0.159156	    0.840844	2	    0.599021	    0.400979	    0.158287	    0.841713
107	2.44223429162204	0.257030475576589	425	1	    0.857556	    0.142444	1	         nan	         nan	         nan	         nan
107	-0.500599096122288	2.36530416247879	426	2	    0.557766	    0.442234	1	    0.621918	    0.378082	    0.171545	    0.828455
107	-1.05211809750701	-1.34481315443321	427	3	 0.000673299	    0.999327	2	  0.00109749	    0.998903	 0.000138287	    0.999862
107	-0.000162048508171703	0.996270399797241	428	4	    0.103599	    0.896401	2	    0.477972	    0.522028	    0.103346	    0.896654
108	1.25221925457146	2.03875973720792	429	1	    0.980782	   0.0192179	1	         nan	         nan	         nan	         nan
108	1.67407760698911	1.14327396587166	430	2	    0.986325	   0.0136753	1	    0.987807	   0.0121935	    0.910697	   0.0893032
108	2.56536468253245	2.70696149597511	431	3	    0.999879	 0.000120893	1	     0.99989	 0.000110417	    0.999124	  0.00087648
108	2.13041746388016	2.00382820522118	432	4	    0.997296	  0.00270418	1	    0.997298	  0.00270196	    0.978931	    0.021069
109	0.499519170654554	0.50407256340063	433	1	    0.093409	    0.906591	2	         nan	         nan	         nan	         nan
109	-0.609159832097729	0.998215309718527	434	2	   0.0208286	    0.979171	2	   0.0955726	    0.904427	   0.0131275	    0.986872
109	-1.67918426927467	-0.837432021682879	435	3	 0.000524905	    0.999475	2	  0.00363304	    0.996367	  0.00045879	    0.999541
109	1.63306311628714	1.23413646690544	436	4	    0.802728	    0.197272	1	    0.969977	   0.0300235	     0.80264	     0.19736
110	-1.06775323502207	1.05041062637797	437	1	   0.0181719	    0.981828	2	         nan	         nan	         nan	         nan
110	0.429209278364121	0.35387601742089	438	2	   0.0337877	    0.966212	2	    0.200988	    0.799012	   0.0306931	    0.969307
110	0.862801237671097	-1.0906646321958	439	3	   0.0314271	    0.968573	2	    0.176892	    0.823108	   0.0263403	     0.97366
110	1.64846563136038	1.12269365170628	440	4	    0.779126	    0.220874	1	    0.964374	   0.0356261	    0.773115	    0.226885
111	3.81896101243424	0.949996702991348	441	1	    0.999318	 0.000681929	1	         nan	         nan	         nan	         nan
111	4.30564239513382	3.21374624801079	442	2	    0.999997	 2.56233e-06	1	    0.999997	 2.55025e-06	     0.99998	 2.02588e-05
111	0.72106862298199	1.06200816106776	443	3	    0.773083	    0.226917	1	    0.773084	    0.226916	    0.300145	    0.699855
111	0.939983339423896	0.504930008393865	444	4	    0.576163	    0.423837	1	    0.682719	    0.317281	    0.213137	    0.786863
112	-0.680988913431077	-1.40356478247936	445	1	 0.000326694	    0.999673	2	         nan	         nan	         nan	         nan
112	-0.859461846571863	-0.643018125489005	446	2	 0.000877194	    0.999123	2	  0.00691075	    0.993089	 0.000875223	    0.999125
112	0.418115541489704	0.864992593414717	447	3	    0.164804	    0.835196	2	    0.609846	    0.390154	    0.164413	    0.835587
112	0.394851496428892	1.24213623307743	448	4	    0.353194	    0.646806	2	    0.750612	    0.249388	    0.274774	    0.725226
113	2.72894017929577	0.72530626208479	449	1	    0.989451	   0.0105489	1	         nan	         nan	         nan	         nan
113	2.78321838746225	2.24419295147855	450	2	     0.99937	   0.0006302	1	    0.999413	 0.000587374	    0.995353	  0.00464714
113	1.73710143456259	-0.34109251008422	451	3	     0.62841	     0.37159	1	    0.628695	    0.371305	    0.175695	    0.824305
113	1.20440342335549	0.135190759454155	452	4	    0.473698	    0.526302	2	    0.644091	    0.355909	    0.185541	    0.814459
114	0.122724831841852	2.04210889020999	453	1	    0.456108	    0.543892	2	         nan	         nan	         nan	         nan
114	-0.00371014265577659	-0.378353156642929	454	2	   0.0126775	    0.987323	2	   0.0240995	    0.975901	  0.00309896	    0.996901
114	-1.48880726772557	-0.0719253624500141	455	3	 0.000483767	    0.999516	2	  0.00352223	    0.996478	 0.000444752	    0.999555
114	-0.0562451085451673	0.0695186507845655	456	4	   0.0183669	    0.981633	2	    0.129067	    0.870933	   0.0183133	    0.981687
115	-0.160525809725077	1.24307054356346	457	1	   0.0990691	    0.900931	2	         nan	         nan	         nan	         nan
115	-0.241179656287557	-1.76230183345345	458	2	 0.000348466	    0.999652	2	  0.00163874	    0.998361	 0.000206583	    0.999793
115	-0.0954064101748121	0.0581483742418579	459	3	   0.0437188	    0.956281	2	    0.266058	    0.733942	   0.0436413	    0.956359
