g	y1	y2	c1	c2	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
17	1.16715149547958	1.08056421759054	2	3	165	17	    0.940142	   0.0598581	1	    0.902506	   0.0974939	1	    0.929968	   0.0700318	     0.47118	     0.52882
17	1.81568598591705	0.505332030793381	1	3	166	17	    0.940142	   0.0598581	1	    0.970383	    0.029617	1	    0.982099	   0.0179013	    0.786375	    0.213625
17	0.608406063778825	0.306529290951444	3	2	167	17	    0.940142	   0.0598581	1	    0.560174	    0.439826	1	    0.590229	    0.409771	   0.0881289	    0.911871
17	2.04958572373202	0.594104379867905	3	2	168	17	    0.940142	   0.0598581	1	   0.0396636	    0.960336	2	   0.0420022	    0.957998	  0.00293318	    0.997067
17	0.664766408461992	-1.12406342431047	1	2	169	17	    0.940142	   0.0598581	1	    0.995577	  0.00442327	1	    0.997546	  0.00245353	     0.96464	   0.0353604
17	-1.18290491916985	1.51304695893998	1	3	170	17	    0.940142	   0.0598581	1	    0.999766	 0.000234404	1	    0.999872	 0.000128043	    0.998095	  0.00190492
18	0.463887336469561	0.986951879129524	1	3	171	18	    0.999817	 0.000183225	1	    0.998081	  0.00191856	1	    0.998086	  0.00191382	    0.972216	   0.0277836
18	0.13471444034581	0.598394717282404	1	3	172	18	    0.999817	 0.000183225	1	    0.999434	 0.000566375	1	    0.999435	 0.000564948	    0.991646	  0.00835418
18	-0.527795931199953	0.257753591869528	1	3	173	18	    0.999817	 0.000183225	1	     0.99991	 8.99634e-05	1	     0.99991	 8.97351e-05	    0.998664	  0.00133572
18	-1.73769125474155	0.00942569057902089	1	2	174	18	    0.999817	 0.000183225	1	    0.999927	 7.27568e-05	1	    0.999927	 7.25721e-05	    0.998919	   0.0010805
18	0.463560354834534	-1.26838560960449	2	3	175	18	    0.999817	 0.000183225	1	     0.99923	 0.000769767	1	    0.999232	 0.000767833	    0.988677	   0.0113227
18	0.0490860895464124	0.542696808139711	1	3	176	18	    0.999817	 0.000183225	1	    0.999561	 0.000438989	1	    0.999562	 0.000437881	    0.993513	  0.00648655
18	2.44303757049592	0.567734687327953	3	1	177	18	    0.999817	 0.000183225	1	  0.00253366	    0.997466	2	  0.00253409	    0.997466	 0.000170434	     0.99983
18	1.42155967625406	-2.59594426111738	3	3	178	18	    0.999817	 0.000183225	1	     0.99248	  0.00751999	1	    0.992497	  0.00750281	    0.898743	    0.101257
18	-0.984110232030794	-1.60579352636883	3	3	179	18	    0.999817	 0.000183225	1	    0.999841	 0.000158755	1	    0.999842	 0.000158353	    0.997645	  0.00235486
18	1.82147174297105	0.379075140952188	3	2	180	18	    0.999817	 0.000183225	1	   0.0877567	    0.912243	2	   0.0877716	    0.912228	  0.00641449	    0.993586
19	1.63991181285802	2.38448425315623	2	2	181	19	 0.000486243	    0.999514	2	   0.0038695	    0.996131	2	   0.0543955	    0.945605	  0.00384492	    0.996155
19	3.09205558021249	2.47566945514113	3	2	182	19	 0.000486243	    0.999514	2	 2.16461e-05	    0.999978	2	 0.000320344	     0.99968	 2.15007e-05	    0.999978
19	1.55866097624928	2.47151409800057	3	1	183	19	 0.000486243	    0.999514	2	 8.41525e-05	    0.999916	2	  0.00124432	    0.998756	 8.35881e-05	    0.999916
19	0.744081270954287	0.462284374735471	3	1	184	19	 0.000486243	    0.999514	2	  0.00778921	    0.992211	2	    0.104175	    0.895825	  0.00774232	    0.992258
19	4.00760819409918	1.26507337141563	1	1	185	19	 0.000486243	    0.999514	2	 9.96019e-05	      0.9999	2	  0.00147245	    0.998528	  9.8934e-05	    0.999901
19	1.40183929704108	1.07158179812071	3	1	186	19	 0.000486243	    0.999514	2	 0.000839241	    0.999161	2	   0.0122824	    0.987718	 0.000833674	    0.999166
19	1.89043489934956	3.1897562502482	3	1	187	19	 0.000486243	    0.999514	2	 1.44301e-05	    0.999986	2	 0.000213575	    0.999786	 1.43332e-05	    0.999986
19	1.11466551187453	-0.180550738993794	1	2	188	19	 0.000486243	    0.999514	2	    0.756146	    0.243854	1	    0.978807	   0.0211926	    0.756037	    0.243963
19	-0.00122874121046719	-1.18663389779125	1	3	189	19	 0.000486243	    0.999514	2	    0.999382	 0.000617534	1	    0.999959	 4.14777e-05	    0.999382	 0.000617814
19	4.59684618786537	1.75133258921925	3	1	190	19	 0.000486243	    0.999514	2	 2.65566e-07	           1	2	 3.93131e-06	    0.999996	 2.63782e-07	           1
20	-1.22591926236603	-0.0247882136425815	2	3	191	20	    0.999998	 1.97794e-06	1	    0.999887	 0.000112898	1	    0.999887	 0.000112895	     0.99832	  0.00167991
20	-0.381938466854857	-0.335778373887952	2	3	192	20	    0.999998	 1.97794e-06	1	    0.999571	 0.000428843	1	    0.999571	 0.000428831	    0.993647	  0.00635328
20	0.350313113567925	1.06019608811758	2	3	193	20	    0.999998	 1.97794e-06	1	     0.98732	   0.0126796	1	    0.987321	   0.0126793	    0.839352	    0.160648
20	0.402553749342679	-0.516075559087664	1	2	194	20	    0.999998	 1.97794e-06	1	    0.996942	  0.00305831	1	    0.996942	  0.00305823	     0.95628	   0.0437199
20	-1.14444617218542	0.549101095813893	1	3	195	20	    0.999998	 1.97794e-06	1	    0.999963	 3.71298e-05	1	    0.999963	 3.71288e-05	    0.999447	  0.00055307
20	0.539231760533831	2.03996922651506	2	3	196	20	    0.999998	 1.97794e-06	1	    0.930368	   0.0696322	1	    0.930369	   0.0696313	    0.472717	    0.527283
20	0.653049779992622	-1.14391517851315	1	3	197	20	    0.999998	 1.97794e-06	1	    0.999826	  0.00017438	1	    0.999826	 0.000174375	    0.997407	  0.00259254
20	0.815309149467537	0.762390459855201	1	3	198	20	    0.999998	 1.97794e-06	1	    0.997025	  0.00297471	1	    0.997025	  0.00297463	    0.957428	   0.0425722
20	-2.03561120445943	-1.60779490899691	1	2	199	20	    0.999998	 1.97794e-06	1	    0.999995	 5.02639e-06	1	    0.999995	 5.02625e-06	    0.999925	 7.49043e-05
20	0.501445216525855	0.114676128983969	1	3	200	20	    0.999998	 1.97794e-06	1	    0.999357	 0.000642904	1	    0.999357	 0.000642886	    0.990504	  0.00949648
21	1.54697987200714	3.5047019007681	3	1	201	21	   0.0750966	    0.924903	2	 3.88156e-05	    0.999961	2	 0.000282971	    0.999717	 1.89917e-05	    0.999981
21	3.08092950466372	1.45006200507228	3	3	202	21	   0.0750966	    0.924903	2	  0.00254007	     0.99746	2	   0.0183746	    0.981625	   0.0012544	    0.998746
21	1.35558633786209	1.5885041211847	3	2	203	21	   0.0750966	    0.924903	2	  0.00676481	    0.993235	2	   0.0482914	    0.951709	   0.0033931	    0.996607
21	0.878258549808875	1.39299256646087	2	3	204	21	   0.0750966	    0.924903	2	    0.550189	    0.449811	1	     0.94133	     0.05867	    0.518431	    0.481569
21	-1.34886450772849	0.314228051016629	1	3	205	21	   0.0750966	    0.924903	2	    0.999753	 0.000247387	1	    0.999982	 1.78539e-05	    0.999734	 0.000266023
21	2.16483817551313	2.11781928862014	2	2	206	21	   0.0750966	    0.924903	2	  0.00361607	    0.996384	2	   0.0260707	    0.973929	  0.00179289	    0.998207
21	0.268598318724553	1.04993978141629	3	1	207	21	   0.0750966	    0.924903	2	   0.0182929	    0.981707	2	    0.125805	    0.874195	  0.00956361	    0.990436
21	1.21125116659878	-1.44644068570544	1	3	208	21	   0.0750966	    0.924903	2	    0.994576	  0.00542352	1	    0.999607	 0.000393449	    0.994168	  0.00583194
21	1.0380014289393	1.33455151991963	3	1	209	21	   0.0750966	    0.924903	2	  0.00257123	    0.997429	2	   0.0185983	    0.981402	  0.00126993	     0.99873
21	-0.574113972492666	-1.76903742051756	3	3	210	21	   0.0750966	    0.924903	2	    0.995836	  0.00416371	1	    0.999698	 0.000301675	    0.995523	  0.00447728
22	3.3654444557545	-0.178431533378506	3	1	211	22	    0.932939	   0.0670606	1	 0.000823101	    0.999177	2	 0.000878028	    0.999122	 5.89618e-05	    0.999941
22	0.31959482794384	2.19223492410433	1	3	212	22	    0.932939	   0.0670606	1	    0.986192	   0.0138082	1	    0.992487	  0.00751318	    0.898617	    0.101383
22	0.933052671720276	0.533517981166232	1	2	213	22	    0.932939	   0.0670606	1	    0.941846	   0.0581545	1	    0.963571	   0.0364293	    0.639608	    0.360392
22	0.947146888665429	-0.302342762102061	1	3	214	22	    0.932939	   0.0670606	1	    0.998157	  0.00184344	1	    0.999039	 0.000960517	    0.985873	   0.0141266
22	0.990208726581419	1.07564432855751	3	1	215	22	    0.932939	   0.0670606	1	   0.0272776	    0.972722	2	   0.0290941	    0.970906	   0.0020066	    0.997993
22	-0.423295779890209	-0.978802427636927	1	2	216	22	    0.932939	   0.0670606	1	    0.999422	  0.00057771	1	      0.9997	 0.000299604	    0.995553	  0.00444668
22	1.67390205063857	0.77337035859868	1	3	217	22	    0.932939	   0.0670606	1	    0.967476	   0.0325238	1	    0.981143	   0.0188568	    0.777341	    0.222659
22	3.33535429615012	1.44287136268707	3	2	218	22	    0.932939	   0.0670606	1	 0.000747203	    0.999253	2	 0.000797066	    0.999203	  5.3521e-05	    0.999946
22	0.0940904880812832	-0.625657442218694	1	3	219	22	    0.932939	   0.0670606	1	      0.9998	 0.000199973	1	    0.999896	 0.000103562	    0.998459	  0.00154123
22	0.997537723680762	1.58986187265153	3	2	220	22	    0.932939	   0.0670606	1	   0.0924395	     0.90756	2	   0.0985607	    0.901439	  0.00728282	    0.992717
23	1.72231727402878	1.93156187292004	3	1	221	23	    0.996568	  0.00343232	1	  0.00187254	    0.998127	2	  0.00187856	    0.998121	 0.000126268	    0.999874
23	-0.533860232645247	-1.00869802684285	1	3	222	23	    0.996568	  0.00343232	1	    0.999982	 1.79085e-05	1	    0.999983	  1.7093e-05	    0.999745	 0.000254688
23	-1.37203161835406	1.79560742843033	1	3	223	23	    0.996568	  0.00343232	1	    0.999865	 0.000135202	1	    0.999871	 0.000129055	     0.99808	  0.00191994
23	0.731952187904093	0.933786279181521	1	2	224	23	    0.996568	  0.00343232	1	    0.958244	   0.0417557	1	    0.959432	   0.0405681	     0.61343	     0.38657
23	0.197751828460393	-1.33531048311142	1	2	225	23	    0.996568	  0.00343232	1	    0.999266	 0.000733969	1	    0.999299	 0.000700869	    0.989655	   0.0103447
23	2.19826604081463	1.78303797046926	3	1	226	23	    0.996568	  0.00343232	1	  0.00081709	    0.999183	2	 0.000819715	     0.99918	  5.5043e-05	    0.999945
23	-0.709619095006859	1.57069743512443	1	2	227	23	    0.996568	  0.00343232	1	    0.994877	  0.00512303	1	    0.995095	  0.00490498	    0.931565	   0.0684351
23	1.33492422979821	-0.161363945504025	2	2	228	23	    0.996568	  0.00343232	1	     0.78241	     0.21759	1	    0.784429	    0.215571	    0.196243	    0.803757
23	-1.59713999908599	-0.520578564554718	1	3	229	23	    0.996568	  0.00343232	1	    0.999996	 3.77365e-06	1	    0.999996	 3.60178e-06	    0.999946	 5.36771e-05
23	0.914571336754511	1.64369941516395	1	2	230	23	    0.996568	  0.00343232	1	    0.855602	    0.144398	1	    0.857557	    0.142443	    0.287725	    0.712275
24	0.028205395115214	1.62433847482984	2	1	231	24	    0.937295	   0.0627052	1	    0.387624	    0.612376	2	    0.410569	    0.589431	   0.0446502	     0.95535
24	-1.99802173115057	-0.11196042432005	1	3	232	24	    0.937295	   0.0627052	1	    0.999995	 5.10511e-06	1	    0.999997	 2.72738e-06	    0.999959	 4.06465e-05
24	0.784430961507463	1.60631300767702	1	2	233	24	    0.937295	   0.0627052	1	    0.859866	    0.140134	1	    0.893324	    0.106676	     0.35975	     0.64025
24	1.98201144184178	0.581039193019348	3	1	234	24	    0.937295	   0.0627052	1	  0.00641675	    0.993583	2	  0.00681525	    0.993185	 0.000460212	     0.99954
24	-0.733295068347914	-0.966931777491281	1	3	235	24	    0.937295	   0.0627052	1	    0.999978	 2.23201e-05	1	    0.999988	 1.19252e-05	    0.999822	   0.0001777
24	1.68708031694774	1.96421189519272	3	1	236	24	    0.937295	   0.0627052	1	  0.00182338	    0.998177	2	  0.00193666	    0.998063	  0.00013018	     0.99987
24	0.555773166157316	0.415953418436645	2	3	237	24	    0.937295	   0.0627052	1	    0.985375	   0.0146255	1	    0.991764	  0.00823592	    0.889866	    0.110134
24	-0.663523309992225	0.695895038654056	1	3	238	24	    0.937295	   0.0627052	1	    0.999772	 0.000227827	1	    0.999878	 0.000121816	    0.998188	  0.00181244
24	-0.455388541742856	0.295715974089967	3	3	239	24	    0.937295	   0.0627052	1	    0.990204	  0.00979569	1	    0.994577	  0.00542304	    0.924844	   0.0751564
24	1.89197431278695	0.888208135881851	3	2	240	24	    0.937295	   0.0627052	1	   0.0375713	    0.962429	2	   0.0398988	    0.960101	  0.00278061	    0.997219
25	0.750440355838937	0.730525469997103	2	1	241	25	 0.000842076	    0.999158	2	   0.0337045	    0.966296	2	    0.340247	    0.659753	   0.0334461	    0.966554
25	2.12979440151844	1.49327672109538	2	2	242	25	 0.000842076	    0.999158	2	  0.00468686	    0.995313	2	   0.0649109	    0.935089	   0.0046361	    0.995364
25	2.82312196523888	1.39482213076523	2	1	243	25	 0.000842076	    0.999158	2	 0.000155272	    0.999845	2	  0.00228253	    0.997717	 0.000153479	    0.999847
25	-0.61926798039952	0.117641386844748	1	3	244	25	 0.000842076	    0.999158	2	    0.999083	  0.00091722	1	    0.999938	 6.16444e-05	    0.999082	 0.000917942
25	3.27230435748504	2.10481942053904	3	2	245	25	 0.000842076	    0.999158	2	 2.46667e-05	    0.999975	2	 0.000363248	    0.999637	 2.43813e-05	    0.999976
25	-0.497924988120675	-0.510748738981168	1	3	246	25	 0.000842076	    0.999158	2	    0.999481	 0.000518838	1	    0.999965	  3.4857e-05	    0.999481	 0.000519246
25	1.34982492474353	1.6146281299373	3	1	247	25	 0.000842076	    0.999158	2	 0.000445929	    0.999554	2	  0.00652955	     0.99347	 0.000440802	    0.999559
25	2.68930508727774	-0.577743742590045	3	1	248	25	 0.000842076	    0.999158	2	  0.00045221	    0.999548	2	  0.00662096	    0.993379	 0.000447012	    0.999553
25	1.53063745635438	4.09172030469175	3	1	249	25	 0.000842076	    0.999158	2	 8.26578e-06	    0.999992	2	 0.000121751	    0.999878	 8.17014e-06	    0.999992
25	2.06895538859182	1.41797563698016	3	1	250	25	 0.000842076	    0.999158	2	 0.000122916	    0.999877	2	  0.00180769	    0.998192	 0.000121496	    0.999879
26	-0.901659178100278	-1.47423947701816	1	3	251	26	    0.999787	 0.000213186	1	    0.999996	  4.4608e-06	1	    0.999996	 4.44762e-06	    0.999934	 6.62818e-05
26	-0.284987560399895	-1.62741381459957	2	2	252	26	    0.999787	 0.000213186	1	    0.998633	   0.0013667	1	    0.998637	  0.00136274	    0.980068	   0.0199322
26	0.13010823557554	1.65250961865991	1	3	253	26	    0.999787	 0.000213186	1	    0.997625	  0.00237519	1	    0.997632	  0.00236841	    0.965827	   0.0341727
26	0.400392649617682	0.38717279174598	1	2	254	26	    0.999787	 0.000213186	1	    0.990066	  0.00993412	1	    0.990091	  0.00990856	    0.870207	    0.129793
26	0.687827954903383	3.94240751257375	3	2	255	26	    0.999787	 0.000213186	1	  0.00696716	    0.993033	2	  0.00696855	    0.993031	 0.000470632	    0.999529
26	-0.682603207292594	0.562078750311018	1	3	256	26	    0.999787	 0.000213186	1	    0.999902	 9.80768e-05	1	    0.999902	 9.77874e-05	    0.998545	  0.00145541
26	0.580423456263217	1.23561768866992	1	3	257	26	    0.999787	 0.000213186	1	    0.996551	  0.00344947	1	     0.99656	  0.00343977	    0.951075	   0.0489253
26	-0.759062118530299	-2.18077840591533	1	3	258	26	    0.999787	 0.000213186	1	    0.999997	 2.50928e-06	1	    0.999997	 2.50186e-06	    0.999963	 3.72856e-05
26	-1.14079876346728	-0.305894917684336	1	3	259	26	    0.999787	 0.000213186	1	    0.999988	 1.21059e-05	1	    0.999988	 1.20702e-05	     0.99982	 0.000179859
26	1.35364060350105	1.92837665100136	3	1	260	26	    0.999787	 0.000213186	1	  0.00418141	    0.995819	2	  0.00418224	    0.995818	 0.000281717	    0.999718
27	0.238411029524409	-0.47656829940639	1	1	261	27	    0.807081	    0.192919	1	    0.946979	   0.0530214	1	    0.983087	   0.0169134	     0.79592	     0.20408
27	1.20004196478572	0.933971713695879	1	1	262	27	    0.807081	    0.192919	1	    0.445858	    0.554142	2	    0.535284	    0.464716	   0.0717418	    0.928258
27	-0.120729482708027	-1.18562884120823	1	3	263	27	    0.807081	    0.192919	1	    0.999881	 0.000119002	1	    0.999968	 3.23289e-05	    0.999518	 0.000481603
27	2.62441603291186	0.544658527219714	3	2	264	27	    0.807081	    0.192919	1	   0.0107127	    0.989287	2	   0.0130614	    0.986939	 0.000887196	    0.999113
27	-1.55927821080193	0.177206323845669	2	3	265	27	    0.807081	    0.192919	1	    0.999725	 0.000274912	1	    0.999925	 7.47188e-05	    0.998888	  0.00111243
27	3.13581789930863	0.801152917053173	3	2	266	27	    0.807081	    0.192919	1	  0.00245621	    0.997544	2	  0.00299515	    0.997005	  0.00020153	    0.999798
27	-0.908757762305419	0.196996436745991	1	3	267	27	    0.807081	    0.192919	1	    0.999861	  0.00013861	1	    0.999962	 3.76579e-05	    0.999439	 0.000560948
27	1.24034453248395	1.92920060333616	1	1	268	27	    0.807081	    0.192919	1	    0.173022	    0.826978	2	    0.210187	    0.789813	   0.0175429	    0.982457
27	-0.485249901765748	1.81215327778198	2	3	269	27	    0.807081	    0.192919	1	    0.978332	   0.0216679	1	    0.993722	  0.00627788	    0.913948	   0.0860523
27	1.14054979400866	2.00117404968361	2	2	270	27	    0.807081	    0.192919	1	     0.18584	     0.81416	2	    0.225676	    0.774324	   0.0191805	     0.98082
28	2.13816740484257	2.41811093584716	2	1	271	28	    0.675347	    0.324653	1	  0.00170709	    0.998293	2	  0.00244856	    0.997551	 0.000164669	    0.999835
28	-0.436317167326768	-1.0075508689204	1	1	272	28	    0.675347	    0.324653	1	    0.988629	   0.0113709	1	    0.997885	  0.00211527	    0.969375	   0.0306246
28	3.10312385294616	1.52834369505549	2	1	273	28	    0.675347	    0.324653	1	 0.000709828	     0.99929	2	  0.00101818	    0.998982	 6.83826e-05	    0.999932
28	1.49518812713452	0.808699830318846	1	2	274	28	    0.675347	    0.324653	1	    0.657463	    0.342537	1	    0.844867	    0.155133	    0.267624	    0.732376
28	0.408943599878436	2.34331573197093	2	2	275	28	    0.675347	    0.324653	1	    0.328463	    0.671537	2	    0.460337	    0.539663	   0.0541363	    0.945864
28	-1.13609656531548	-0.579291915859073	1	3	276	28	    0.675347	    0.324653	1	    0.999953	 4.71411e-05	1	    0.999991	 8.55045e-06	    0.999873	 0.000127418
28	0.0955667101472348	-0.269352212764141	1	3	277	28	    0.675347	    0.324653	1	    0.999093	 0.000907098	1	    0.999835	 0.000164843	    0.997549	  0.00245115
28	1.03476447228861	1.26809115517809	2	1	278	28	    0.675347	    0.324653	1	   0.0831754	    0.916825	2	    0.118848	    0.881152	  0.00896882	    0.991031
28	0.606951766715276	1.85088417447027	2	2	279	28	    0.675347	    0.324653	1	    0.380501	    0.619499	2	    0.529646	    0.470354	    0.070248	    0.929752
28	0.0218827348588981	-0.203823699181768	2	3	280	28	    0.675347	    0.324653	1	    0.993564	  0.00643633	1	    0.998816	  0.00118413	    0.982638	    0.017362
29	2.21539540633012	2.15453233770846	2	3	281	29	  0.00109578	    0.998904	2	   0.0202948	    0.979705	2	    0.233774	    0.766226	   0.0200606	    0.979939
29	3.61540298570121	0.793897767861873	3	1	282	29	  0.00109578	    0.998904	2	 9.34548e-06	    0.999991	2	 0.000137175	    0.999863	 9.20525e-06	    0.999991
29	0.770930713744796	0.487088419117528	2	1	283	29	  0.00109578	    0.998904	2	   0.0443461	    0.955654	2	    0.406566	    0.593434	   0.0439487	    0.956051
29	3.32115323537989	1.41229652540773	3	1	284	29	  0.00109578	    0.998904	2	 7.76424e-06	    0.999992	2	 0.000113967	    0.999886	 7.64774e-06	    0.999992
29	3.1448697049474	0.971184266724441	3	1	285	29	  0.00109578	    0.998904	2	 2.11155e-05	    0.999979	2	 0.000309888	     0.99969	 2.07988e-05	    0.999979
29	-1.45832983896106	-0.606299161118576	1	3	286	29	  0.00109578	    0.998904	2	    0.999936	 6.36556e-05	1	    0.999996	 4.27576e-06	    0.999936	 6.37208e-05
29	4.04630579102754	-0.107779428138833	3	1	287	29	  0.00109578	    0.998904	2	 1.17255e-05	    0.999988	2	 0.000172103	    0.999828	 1.15496e-05	    0.999988
29	2.63043776451258	2.9815514698876	3	1	288	29	  0.00109578	    0.998904	2	 3.88561e-06	    0.999996	2	 5.70378e-05	    0.999943	  3.8273e-06	    0.999996
29	-0.532885021641247	-1.84943986534922	2	3	289	29	  0.00109578	    0.998904	2	    0.999313	 0.000686856	1	    0.999954	 4.61631e-05	    0.999312	 0.000687559
29	2.11315799766068	2.69950958578999	3	1	290	29	  0.00109578	    0.998904	2	 1.82696e-05	    0.999982	2	 0.000268132	    0.999732	 1.79955e-05	    0.999982
30	-0.294144325520934	-0.0538709823382074	2	3	291	30	    0.996334	  0.00366649	1	    0.999218	 0.000781829	1	    0.999256	 0.000744303	    0.989021	   0.0109792
30	-0.299656948631585	0.735452993303157	3	3	292	30	    0.996334	  0.00366649	1	     0.98601	   0.0139902	1	    0.986579	   0.0134213	    0.831429	    0.168571
30	1.22503487985095	2.36511129892349	2	2	293	30	    0.996334	  0.00366649	1	    0.126151	    0.873849	2	     0.12658	     0.87342	  0.00963042	     0.99037
30	0.631527391927582	0.202210509572121	1	2	294	30	    0.996334	  0.00366649	1	    0.986848	   0.0131521	1	    0.987388	    0.012612	    0.840078	    0.159922
30	2.56410347641324	1.43490588397531	2	2	295	30	    0.996334	  0.00366649	1	   0.0280417	    0.971958	2	   0.0281377	    0.971862	  0.00193887	    0.998061
30	0.11235252271419	0.0326887470413252	1	3	296	30	    0.996334	  0.00366649	1	    0.999733	 0.000266642	1	    0.999746	 0.000253755	    0.996231	  0.00376859
30	2.24136635454098	1.2200205302292	3	1	297	30	    0.996334	  0.00366649	1	  0.00162268	    0.998377	2	  0.00162825	    0.998372	 0.000109418	    0.999891
30	1.74969433986118	0.38163855851702	1	3	298	30	    0.996334	  0.00366649	1	    0.986234	   0.0137656	1	    0.986796	   0.0132044	    0.833732	    0.166268
30	-0.442171232136473	-0.702966791502297	2	3	299	30	    0.996334	  0.00366649	1	    0.999753	 0.000247359	1	    0.999765	   0.0002354	    0.996503	  0.00349689
30	-0.870948179179355	-0.287168796694036	1	3	300	30	    0.996334	  0.00366649	1	    0.999977	 2.26336e-05	1	    0.999978	 2.15361e-05	    0.999679	 0.000320871
31	0.529835391832421	0.904736983501031	2	2	301	31	     0.99853	  0.00147021	1	    0.829833	    0.170167	1	     0.83069	     0.16931	    0.247669	    0.752331
31	0.0279969070982428	0.225589376795068	1	3	302	31	     0.99853	  0.00147021	1	     0.99972	 0.000279917	1	    0.999726	 0.000274332	    0.995927	  0.00407303
31	-0.835373145012706	-0.305197136757901	1	3	303	31	     0.99853	  0.00147021	1	    0.999977	 2.30995e-05	1	    0.999977	  2.2637e-05	    0.999663	 0.000337268
31	-0.0610169111871068	-0.424634168443015	1	3	304	31	     0.99853	  0.00147021	1	    0.999901	  9.8944e-05	1	    0.999903	 9.69647e-05	    0.998557	  0.00144319
31	0.380432702564347	0.392827591797912	2	3	305	31	     0.99853	  0.00147021	1	    0.994373	  0.00562671	1	    0.994478	  0.00552245	    0.923564	   0.0764358
31	1.0017177637696	1.07169571041859	1	3	306	31	     0.99853	  0.00147021	1	    0.993151	  0.00684914	1	    0.993276	  0.00672428	    0.908352	   0.0916481
31	1.27943830400023	-0.313603416867458	3	3	307	31	     0.99853	  0.00147021	1	    0.911597	   0.0884035	1	    0.912333	   0.0876667	    0.411167	    0.588833
31	1.14744972436794	3.91797569110394	2	2	308	31	     0.99853	  0.00147021	1	   0.0172451	    0.982755	2	   0.0172688	    0.982731	  0.00117767	    0.998822
31	-0.58807138196556	0.683956998666672	2	3	309	31	     0.99853	  0.00147021	1	    0.998899	  0.00110069	1	    0.998921	  0.00107899	    0.984157	   0.0158432
31	1.46695821938544	0.412289998145638	3	1	310	31	     0.99853	  0.00147021	1	   0.0256382	    0.974362	2	   0.0256734	    0.974327	  0.00176489	    0.998235
32	1.54993447301349	-1.33363803671135	1	3	311	32	 4.68731e-05	    0.999953	2	    0.986163	   0.0138365	1	    0.999059	 0.000940578	    0.986163	   0.0138371
32	3.22222219402511	-0.434985917389719	3	1	312	32	 4.68731e-05	    0.999953	2	 0.000113592	    0.999886	2	  0.00168918	    0.998311	 0.000113518	    0.999886
32	1.37218603774017	1.01138798196349	3	1	313	32	 4.68731e-05	    0.999953	2	 0.000965474	    0.999035	2	   0.0141895	     0.98581	 0.000964854	    0.999035
32	2.97874341357723	2.62088825360646	3	2	314	32	 4.68731e-05	    0.999953	2	 2.24782e-05	    0.999978	2	 0.000334686	    0.999665	 2.24636e-05	    0.999978
32	2.86405962839362	2.46593430207263	3	1	315	32	 4.68731e-05	    0.999953	2	 4.80948e-06	    0.999995	2	 7.16275e-05	    0.999928	 4.80635e-06	    0.999995
32	1.57905041315585	-0.747419838302013	3	1	316	32	 4.68731e-05	    0.999953	2	  0.00629614	    0.993704	2	   0.0862352	    0.913765	  0.00629239	    0.993708
32	2.53688839422133	2.31306758844201	3	2	317	32	 4.68731e-05	    0.999953	2	 9.31101e-05	    0.999907	2	  0.00138499	    0.998615	 9.30495e-05	    0.999907
32	2.52712219554084	1.64453514261718	1	2	318	32	 4.68731e-05	    0.999953	2	   0.0119987	    0.988001	2	    0.153185	    0.846815	   0.0119921	    0.988008
32	1.75222163849211	1.87528220423001	3	2	319	32	 4.68731e-05	    0.999953	2	  0.00096518	    0.999035	2	   0.0141852	    0.985815	  0.00096456	    0.999035
32	1.44047931404621	0.722968240977959	3	1	320	32	 4.68731e-05	    0.999953	2	  0.00123232	    0.998768	2	   0.0180454	    0.981955	  0.00123153	    0.998768
33	-0.324163972539914	-0.408680618456724	1	3	321	33	    0.847011	    0.152989	1	    0.999822	 0.000178495	1	    0.999943	 5.71129e-05	    0.999149	 0.000850517
33	0.89045584031051	2.47973287778887	2	1	322	33	    0.847011	    0.152989	1	   0.0277457	    0.972254	2	   0.0323529	    0.967647	  0.00223836	    0.997762
33	-2.21944994412399	1.06525840452144	2	2	323	33	    0.847011	    0.152989	1	     0.99729	  0.00271047	1	    0.999126	 0.000874426	    0.987124	   0.0128756
33	0.430943160091421	2.44531455170862	2	1	324	33	    0.847011	    0.152989	1	   0.0732715	    0.926729	2	   0.0853816	    0.914618	  0.00622471	    0.993775
33	2.57981471126468	1.19046433674948	3	2	325	33	    0.847011	    0.152989	1	  0.00517686	    0.994823	2	  0.00603832	    0.993962	 0.000407452	    0.999593
33	-0.391442390254452	0.619383802552781	2	2	326	33	    0.847011	    0.152989	1	    0.948298	   0.0517022	1	    0.980408	   0.0195918	     0.77052	     0.22948
33	3.37493421375828	0.328896671013306	3	1	327	33	    0.847011	    0.152989	1	 0.000377192	    0.999623	2	 0.000439986	     0.99956	 2.95341e-05	     0.99997
33	-0.587827660973045	1.60296820929029	2	3	328	33	    0.847011	    0.152989	1	    0.988561	   0.0114389	1	    0.996203	  0.00379679	    0.946251	   0.0537488
33	0.679550103172369	-0.658831638267232	2	1	329	33	    0.847011	    0.152989	1	    0.699362	    0.300638	1	    0.789387	    0.210613	    0.200949	    0.799051
33	-0.994275460011729	0.10407274903352	2	3	330	33	    0.847011	    0.152989	1	    0.999329	 0.000671357	1	    0.999785	 0.000215157	    0.996803	  0.00319707
